INSTR,REF_AREA,REF_SECTOR,COUNTERPART_SECTOR,STO,FUNCTIONAL_CAT,TIME,COUNTERPART_AREA,_.obs_value
F,BE,S121,S0,LE,_T,1664582410,W2,308086
F,BE,S121,S121,LE,_T,1664582410,W2,7.69999999995343
F21,BE,S121,S0,LE,_T,1664582410,W2,8
F21,BE,S121,S11,LE,_T,1664582410,W2,0
F21,BE,S121,S121,LE,_T,1664582410,W2,7.7
F21,BE,S121,S124,LE,_T,1664582410,W2,0
F21,BE,S121,S12O,LE,_T,1664582410,W2,0
F21,BE,S121,S12Q,LE,_T,1664582410,W2,0
F21,BE,S121,S1M,LE,_T,1664582410,W2,0
F2M,BE,S121,S0,LE,_T,1664582410,W2,58715
F2M,BE,S121,S1,LE,_T,1664582410,W2,50980
F2M,BE,S121,S11,LE,_T,1664582410,W2,0
F2M,BE,S121,S121,LE,_T,1664582410,W2,0
F2M,BE,S121,S124,LE,_T,1664582410,W2,0
F2M,BE,S121,S128,LE,_T,1664582410,W2,0
F2M,BE,S121,S129,LE,_T,1664582410,W2,0
F2M,BE,S121,S12K,LE,_T,1664582410,W2,49452
F2M,BE,S121,S12O,LE,_T,1664582410,W2,0
F2M,BE,S121,S12Q,LE,_T,1664582410,W2,0
F2M,BE,S121,S12T,LE,_T,1664582410,W2,49452
F2M,BE,S121,S13,LE,_T,1664582410,W2,1528
F2M,BE,S121,S1M,LE,_T,1664582410,W2,0
F2M,BE,S121,S2,LE,_T,1664582410,W2,7735
F3,BE,S121,S0,LE,_T,1664582410,W2,217694
F3,BE,S121,S1,LE,_T,1664582410,W2,126114
F3,BE,S121,S11,LE,_T,1664582410,W2,8281
F3,BE,S121,S121,LE,_T,1664582410,W2,0
F3,BE,S121,S124,LE,_T,1664582410,W2,0
F3,BE,S121,S128,LE,_T,1664582410,W2,0
F3,BE,S121,S129,LE,_T,1664582410,W2,0
F3,BE,S121,S12K,LE,_T,1664582410,W2,5076
F3,BE,S121,S12O,LE,_T,1664582410,W2,1132
F3,BE,S121,S12Q,LE,_T,1664582410,W2,0
F3,BE,S121,S12R,LE,_T,1664582410,W2,1132
F3,BE,S121,S12T,LE,_T,1664582410,W2,5076
F3,BE,S121,S13,LE,_T,1664582410,W2,111626
F3,BE,S121,S1M,LE,_T,1664582410,W2,0
F3,BE,S121,S2,LE,_T,1664582410,W2,91580
F3L,BE,S121,S0,LE,_T,1664582410,W2,215095
F3L,BE,S121,S1,LE,_T,1664582410,W2,124701
F3L,BE,S121,S11,LE,_T,1664582410,W2,8281
F3L,BE,S121,S121,LE,_T,1664582410,W2,0
F3L,BE,S121,S124,LE,_T,1664582410,W2,0
F3L,BE,S121,S128,LE,_T,1664582410,W2,0
F3L,BE,S121,S129,LE,_T,1664582410,W2,0
F3L,BE,S121,S12K,LE,_T,1664582410,W2,5076
F3L,BE,S121,S12O,LE,_T,1664582410,W2,1132
F3L,BE,S121,S12Q,LE,_T,1664582410,W2,0
F3L,BE,S121,S12R,LE,_T,1664582410,W2,1132
F3L,BE,S121,S12T,LE,_T,1664582410,W2,5076
F3L,BE,S121,S13,LE,_T,1664582410,W2,110213
F3L,BE,S121,S1M,LE,_T,1664582410,W2,0
F3L,BE,S121,S2,LE,_T,1664582410,W2,90394
F3S,BE,S121,S0,LE,_T,1664582410,W2,2599
F3S,BE,S121,S1,LE,_T,1664582410,W2,1413
F3S,BE,S121,S11,LE,_T,1664582410,W2,0
F3S,BE,S121,S121,LE,_T,1664582410,W2,0
F3S,BE,S121,S124,LE,_T,1664582410,W2,0
F3S,BE,S121,S128,LE,_T,1664582410,W2,0
F3S,BE,S121,S129,LE,_T,1664582410,W2,0
F3S,BE,S121,S12K,LE,_T,1664582410,W2,0
F3S,BE,S121,S12O,LE,_T,1664582410,W2,0
F3S,BE,S121,S12Q,LE,_T,1664582410,W2,0
F3S,BE,S121,S12R,LE,_T,1664582410,W2,0
F3S,BE,S121,S12T,LE,_T,1664582410,W2,0
F3S,BE,S121,S13,LE,_T,1664582410,W2,1413
F3S,BE,S121,S1M,LE,_T,1664582410,W2,0
F3S,BE,S121,S2,LE,_T,1664582410,W2,1186
F4,BE,S121,S0,LE,_T,1664582410,W2,1777
F4,BE,S121,S121,LE,_T,1664582410,W2,0
F4L,BE,S121,S0,LE,_T,1664582410,W2,1777
F4L,BE,S121,S121,LE,_T,1664582410,W2,0
F4S,BE,S121,S0,LE,_T,1664582410,W2,0
F4S,BE,S121,S121,LE,_T,1664582410,W2,0
F51,BE,S121,S0,LE,_T,1664582410,W2,2918
F51,BE,S121,S121,LE,_T,1664582410,W2,0
F511,BE,S121,S0,LE,_T,1664582410,W2,0
F511,BE,S121,S121,LE,_T,1664582410,W2,0
F511,BE,S121,S1M,LE,_T,1664582410,W2,0
F51M,BE,S121,S0,LE,_T,1664582410,W2,2917.6
F51M,BE,S121,S121,LE,_T,1664582410,W2,0
F52,BE,S121,S0,LE,_T,1664582410,W2,1018
F52,BE,S121,S11,LE,_T,1664582410,W2,0
F52,BE,S121,S121,LE,_T,1664582410,W2,0
F52,BE,S121,S12O,LE,_T,1664582410,W2,0
F52,BE,S121,S12Q,LE,_T,1664582410,W2,0
F52,BE,S121,S13,LE,_T,1664582410,W2,0
F52,BE,S121,S1M,LE,_T,1664582410,W2,0
F6,BE,S121,S0,LE,_T,1664582410,W2,0
F6,BE,S121,S121,LE,_T,1664582410,W2,0
F6N,BE,S121,S0,LE,_T,1664582410,W2,0
F6N,BE,S121,S121,LE,_T,1664582410,W2,0
F6O,BE,S121,S1M,LE,_T,1664582410,W2,0
F7,BE,S121,S0,LE,_T,1664582410,W2,0
F7,BE,S121,S121,LE,_T,1664582410,W2,0
F81,BE,S121,S0,LE,_T,1664582410,W2,1.3
F81,BE,S121,S121,LE,_T,1664582410,W2,0
F89,BE,S121,S0,LE,_T,1664582410,W2,120.7
F89,BE,S121,S121,LE,_T,1664582410,W2,0
F2M,BE,S121,S12K,LE,_D,1664582410,W2,217424
F,BE,S12T,S0,LE,_T,1664582410,W2,1221457
F,BE,S12T,S12T,LE,_T,1664582410,W2,13387.7000000002
F21,BE,S12T,S0,LE,_T,1664582410,W2,1434
F21,BE,S12T,S11,LE,_T,1664582410,W2,0
F21,BE,S12T,S124,LE,_T,1664582410,W2,0
F21,BE,S12T,S12O,LE,_T,1664582410,W2,0
F21,BE,S12T,S12Q,LE,_T,1664582410,W2,0
F21,BE,S12T,S12T,LE,_T,1664582410,W2,0
F21,BE,S12T,S1M,LE,_T,1664582410,W2,0
F2M,BE,S12T,S0,LE,_T,1664582410,W2,425760
F2M,BE,S12T,S1,LE,_T,1664582410,W2,222717
F2M,BE,S12T,S11,LE,_T,1664582410,W2,0
F2M,BE,S12T,S121,LE,_T,1664582410,W2,213202
F2M,BE,S12T,S124,LE,_T,1664582410,W2,0
F2M,BE,S12T,S12K,LE,_T,1664582410,W2,222717
F2M,BE,S12T,S12O,LE,_T,1664582410,W2,0
F2M,BE,S12T,S12Q,LE,_T,1664582410,W2,0
F2M,BE,S12T,S12T,LE,_T,1664582410,W2,9516
F2M,BE,S12T,S13,LE,_T,1664582410,W2,0
F2M,BE,S12T,S1M,LE,_T,1664582410,W2,0
F2M,BE,S12T,S2,LE,_T,1664582410,W2,203042
F3,BE,S12T,S0,LE,_T,1664582410,W2,176048
F3,BE,S12T,S1,LE,_T,1664582410,W2,76319
F3,BE,S12T,S11,LE,_T,1664582410,W2,1097
F3,BE,S12T,S121,LE,_T,1664582410,W2,0
F3,BE,S12T,S124,LE,_T,1664582410,W2,0
F3,BE,S12T,S12K,LE,_T,1664582410,W2,989
F3,BE,S12T,S12O,LE,_T,1664582410,W2,48358
F3,BE,S12T,S12Q,LE,_T,1664582410,W2,94
F3,BE,S12T,S12R,LE,_T,1664582410,W2,48452
F3,BE,S12T,S12T,LE,_T,1664582410,W2,989
F3,BE,S12T,S13,LE,_T,1664582410,W2,25781
F3,BE,S12T,S1M,LE,_T,1664582410,W2,0
F3,BE,S12T,S2,LE,_T,1664582410,W2,99730
F3L,BE,S12T,S0,LE,_T,1664582410,W2,145800
F3L,BE,S12T,S1,LE,_T,1664582410,W2,70206
F3L,BE,S12T,S11,LE,_T,1664582410,W2,673
F3L,BE,S12T,S121,LE,_T,1664582410,W2,0
F3L,BE,S12T,S124,LE,_T,1664582410,W2,0
F3L,BE,S12T,S12K,LE,_T,1664582410,W2,726
F3L,BE,S12T,S12O,LE,_T,1664582410,W2,48060
F3L,BE,S12T,S12Q,LE,_T,1664582410,W2,94
F3L,BE,S12T,S12R,LE,_T,1664582410,W2,48154
F3L,BE,S12T,S12T,LE,_T,1664582410,W2,726
F3L,BE,S12T,S13,LE,_T,1664582410,W2,20653
F3L,BE,S12T,S1M,LE,_T,1664582410,W2,0
F3L,BE,S12T,S2,LE,_T,1664582410,W2,75594
F3S,BE,S12T,S0,LE,_T,1664582410,W2,30248
F3S,BE,S12T,S1,LE,_T,1664582410,W2,6113
F3S,BE,S12T,S11,LE,_T,1664582410,W2,423
F3S,BE,S12T,S121,LE,_T,1664582410,W2,0
F3S,BE,S12T,S124,LE,_T,1664582410,W2,0
F3S,BE,S12T,S12K,LE,_T,1664582410,W2,264
F3S,BE,S12T,S12O,LE,_T,1664582410,W2,298
F3S,BE,S12T,S12Q,LE,_T,1664582410,W2,0
F3S,BE,S12T,S12R,LE,_T,1664582410,W2,298
F3S,BE,S12T,S12T,LE,_T,1664582410,W2,264
F3S,BE,S12T,S13,LE,_T,1664582410,W2,5128
F3S,BE,S12T,S1M,LE,_T,1664582410,W2,0
F3S,BE,S12T,S2,LE,_T,1664582410,W2,24135
F4,BE,S12T,S0,LE,_T,1664582410,W2,583674
F4,BE,S12T,S12T,LE,_T,1664582410,W2,157.5
F4L,BE,S12T,S0,LE,_T,1664582410,W2,482901
F4L,BE,S12T,S12T,LE,_T,1664582410,W2,149.899999999965
F4S,BE,S12T,S0,LE,_T,1664582410,W2,100773
F4S,BE,S12T,S12T,LE,_T,1664582410,W2,7.70000000001164
F5,BE,S12T,S0,LE,_T,1664582410,W2,35597
F5,BE,S12T,S1,LE,_T,1664582410,W2,9337
F5,BE,S12T,S11,LE,_T,1664582410,W2,3757
F5,BE,S12T,S12K,LE,_T,1664582410,W2,1653
F5,BE,S12T,S12Q,LE,_T,1664582410,W2,3241
F5,BE,S12T,S13,LE,_T,1664582410,W2,29
F5,BE,S12T,S2,LE,_T,1664582410,W2,26260
F51,BE,S12T,S0,LE,_T,1664582410,W2,25398
F51,BE,S12T,S1,LE,_T,1664582410,W2,9258
F51,BE,S12T,S11,LE,_T,1664582410,W2,3757
F51,BE,S12T,S12K,LE,_T,1664582410,W2,1653
F51,BE,S12T,S12O,LE,_T,1664582410,W2,579
F51,BE,S12T,S12Q,LE,_T,1664582410,W2,3241
F51,BE,S12T,S12T,LE,_T,1664582410,W2,1048.3
F51,BE,S12T,S13,LE,_T,1664582410,W2,29
F51,BE,S12T,S2,LE,_T,1664582410,W2,25684
F511,BE,S12T,S12T,LE,_T,1664582410,W2,0
F511,BE,S12T,S1M,LE,_T,1664582410,W2,0
F51M,BE,S12T,S12T,LE,_T,1664582410,W2,1048.2
F52,BE,S12T,S0,LE,_T,1664582410,W2,230
F52,BE,S12T,S1,LE,_T,1664582410,W2,79
F52,BE,S12T,S11,LE,_T,1664582410,W2,0
F52,BE,S12T,S124,LE,_T,1664582410,W2,79
F52,BE,S12T,S12K,LE,_T,1664582410,W2,0
F52,BE,S12T,S12O,LE,_T,1664582410,W2,0
F52,BE,S12T,S12Q,LE,_T,1664582410,W2,0
F52,BE,S12T,S12T,LE,_T,1664582410,W2,0
F52,BE,S12T,S13,LE,_T,1664582410,W2,0
F52,BE,S12T,S1M,LE,_T,1664582410,W2,0
F52,BE,S12T,S2,LE,_T,1664582410,W2,576
F6,BE,S12T,S0,LE,_T,1664582410,W2,177
F6,BE,S12T,S12T,LE,_T,1664582410,W2,0
F6N,BE,S12T,S12T,LE,_T,1664582410,W2,0
F6O,BE,S12T,S1M,LE,_T,1664582410,W2,0
F7,BE,S12T,S0,LE,_T,1664582410,W2,5495
F7,BE,S12T,S12T,LE,_T,1664582410,W2,725.2
F81,BE,S12T,S12T,LE,_T,1664582410,W2,0
F89,BE,S12T,S12T,LE,_T,1664582410,W2,951.6
F2M,BE,S12T,S12K,LE,_D,1664582410,W2,687029
F,BE,S124,S0,LE,_T,1664582410,W2,203093
F,BE,S124,S124,LE,_T,1664582410,W2,15617.9
F21,BE,S124,S0,LE,_T,1664582410,W2,0
F21,BE,S124,S1,LE,_T,1664582410,W2,0
F21,BE,S124,S11,LE,_T,1664582410,W2,0
F21,BE,S124,S121,LE,_T,1664582410,W2,0
F21,BE,S124,S124,LE,_T,1664582410,W2,0
F21,BE,S124,S12K,LE,_T,1664582410,W2,0
F21,BE,S124,S12O,LE,_T,1664582410,W2,0
F21,BE,S124,S12Q,LE,_T,1664582410,W2,0
F21,BE,S124,S12R,LE,_T,1664582410,W2,0
F21,BE,S124,S12T,LE,_T,1664582410,W2,0
F21,BE,S124,S13,LE,_T,1664582410,W2,0
F21,BE,S124,S1M,LE,_T,1664582410,W2,0
F21,BE,S124,S2,LE,_T,1664582410,W2,0
F2M,BE,S124,S0,LE,_T,1664582410,W2,4403
F2M,BE,S124,S1,LE,_T,1664582410,W2,3986
F2M,BE,S124,S11,LE,_T,1664582410,W2,0
F2M,BE,S124,S121,LE,_T,1664582410,W2,0
F2M,BE,S124,S124,LE,_T,1664582410,W2,0
F2M,BE,S124,S12K,LE,_T,1664582410,W2,3986
F2M,BE,S124,S12O,LE,_T,1664582410,W2,0
F2M,BE,S124,S12Q,LE,_T,1664582410,W2,0
F2M,BE,S124,S12T,LE,_T,1664582410,W2,3986
F2M,BE,S124,S13,LE,_T,1664582410,W2,0
F2M,BE,S124,S1M,LE,_T,1664582410,W2,0
F2M,BE,S124,S2,LE,_T,1664582410,W2,418
F3,BE,S124,S0,LE,_T,1664582410,W2,32564
F3,BE,S124,S1,LE,_T,1664582410,W2,1526
F3,BE,S124,S11,LE,_T,1664582410,W2,276
F3,BE,S124,S121,LE,_T,1664582410,W2,0
F3,BE,S124,S124,LE,_T,1664582410,W2,0
F3,BE,S124,S125,LE,_T,1664582410,W2,108.7
F3,BE,S124,S126,LE,_T,1664582410,W2,134.7
F3,BE,S124,S127,LE,_T,1664582410,W2,53.3
F3,BE,S124,S128,LE,_T,1664582410,W2,13.8
F3,BE,S124,S129,LE,_T,1664582410,W2,0
F3,BE,S124,S12K,LE,_T,1664582410,W2,155
F3,BE,S124,S12O,LE,_T,1664582410,W2,297
F3,BE,S124,S12Q,LE,_T,1664582410,W2,14
F3,BE,S124,S12R,LE,_T,1664582410,W2,310
F3,BE,S124,S12T,LE,_T,1664582410,W2,155
F3,BE,S124,S13,LE,_T,1664582410,W2,785
F3,BE,S124,S1M,LE,_T,1664582410,W2,0
F3,BE,S124,S2,LE,_T,1664582410,W2,31038
F3L,BE,S124,S0,LE,_T,1664582410,W2,31935
F3L,BE,S124,S1,LE,_T,1664582410,W2,1433
F3L,BE,S124,S11,LE,_T,1664582410,W2,261
F3L,BE,S124,S121,LE,_T,1664582410,W2,0
F3L,BE,S124,S124,LE,_T,1664582410,W2,0
F3L,BE,S124,S125,LE,_T,1664582410,W2,102.7
F3L,BE,S124,S126,LE,_T,1664582410,W2,134.7
F3L,BE,S124,S127,LE,_T,1664582410,W2,53.3
F3L,BE,S124,S128,LE,_T,1664582410,W2,13.8
F3L,BE,S124,S129,LE,_T,1664582410,W2,0
F3L,BE,S124,S12K,LE,_T,1664582410,W2,100
F3L,BE,S124,S12O,LE,_T,1664582410,W2,291
F3L,BE,S124,S12Q,LE,_T,1664582410,W2,14
F3L,BE,S124,S12R,LE,_T,1664582410,W2,304
F3L,BE,S124,S12T,LE,_T,1664582410,W2,100
F3L,BE,S124,S13,LE,_T,1664582410,W2,767
F3L,BE,S124,S1M,LE,_T,1664582410,W2,0
F3L,BE,S124,S2,LE,_T,1664582410,W2,30502
F3S,BE,S124,S0,LE,_T,1664582410,W2,630
F3S,BE,S124,S1,LE,_T,1664582410,W2,93
F3S,BE,S124,S11,LE,_T,1664582410,W2,15
F3S,BE,S124,S121,LE,_T,1664582410,W2,0
F3S,BE,S124,S124,LE,_T,1664582410,W2,0
F3S,BE,S124,S125,LE,_T,1664582410,W2,6
F3S,BE,S124,S126,LE,_T,1664582410,W2,0
F3S,BE,S124,S127,LE,_T,1664582410,W2,0
F3S,BE,S124,S128,LE,_T,1664582410,W2,0
F3S,BE,S124,S129,LE,_T,1664582410,W2,0
F3S,BE,S124,S12K,LE,_T,1664582410,W2,55
F3S,BE,S124,S12O,LE,_T,1664582410,W2,6
F3S,BE,S124,S12Q,LE,_T,1664582410,W2,0
F3S,BE,S124,S12R,LE,_T,1664582410,W2,6
F3S,BE,S124,S12T,LE,_T,1664582410,W2,55
F3S,BE,S124,S13,LE,_T,1664582410,W2,18
F3S,BE,S124,S1M,LE,_T,1664582410,W2,0
F3S,BE,S124,S2,LE,_T,1664582410,W2,536
F4,BE,S124,S0,LE,_T,1664582410,W2,0
F4,BE,S124,S1,LE,_T,1664582410,W2,0
F4,BE,S124,S11,LE,_T,1664582410,W2,0
F4,BE,S124,S121,LE,_T,1664582410,W2,0
F4,BE,S124,S124,LE,_T,1664582410,W2,0
F4,BE,S124,S125,LE,_T,1664582410,W2,0
F4,BE,S124,S126,LE,_T,1664582410,W2,0
F4,BE,S124,S127,LE,_T,1664582410,W2,0
F4,BE,S124,S128,LE,_T,1664582410,W2,0
F4,BE,S124,S129,LE,_T,1664582410,W2,0
F4,BE,S124,S12K,LE,_T,1664582410,W2,0
F4,BE,S124,S12O,LE,_T,1664582410,W2,0
F4,BE,S124,S12Q,LE,_T,1664582410,W2,0
F4,BE,S124,S12R,LE,_T,1664582410,W2,0
F4,BE,S124,S12T,LE,_T,1664582410,W2,0
F4,BE,S124,S13,LE,_T,1664582410,W2,0
F4,BE,S124,S1M,LE,_T,1664582410,W2,0
F4,BE,S124,S2,LE,_T,1664582410,W2,0
F4L,BE,S124,S0,LE,_T,1664582410,W2,0
F4L,BE,S124,S1,LE,_T,1664582410,W2,0
F4L,BE,S124,S11,LE,_T,1664582410,W2,0
F4L,BE,S124,S121,LE,_T,1664582410,W2,0
F4L,BE,S124,S124,LE,_T,1664582410,W2,0
F4L,BE,S124,S125,LE,_T,1664582410,W2,0
F4L,BE,S124,S126,LE,_T,1664582410,W2,0
F4L,BE,S124,S127,LE,_T,1664582410,W2,0
F4L,BE,S124,S128,LE,_T,1664582410,W2,0
F4L,BE,S124,S129,LE,_T,1664582410,W2,0
F4L,BE,S124,S12K,LE,_T,1664582410,W2,0
F4L,BE,S124,S12O,LE,_T,1664582410,W2,0
F4L,BE,S124,S12Q,LE,_T,1664582410,W2,0
F4L,BE,S124,S12R,LE,_T,1664582410,W2,0
F4L,BE,S124,S12T,LE,_T,1664582410,W2,0
F4L,BE,S124,S13,LE,_T,1664582410,W2,0
F4L,BE,S124,S1M,LE,_T,1664582410,W2,0
F4L,BE,S124,S2,LE,_T,1664582410,W2,0
F4S,BE,S124,S0,LE,_T,1664582410,W2,0
F4S,BE,S124,S1,LE,_T,1664582410,W2,0
F4S,BE,S124,S11,LE,_T,1664582410,W2,0
F4S,BE,S124,S121,LE,_T,1664582410,W2,0
F4S,BE,S124,S124,LE,_T,1664582410,W2,0
F4S,BE,S124,S125,LE,_T,1664582410,W2,0
F4S,BE,S124,S126,LE,_T,1664582410,W2,0
F4S,BE,S124,S127,LE,_T,1664582410,W2,0
F4S,BE,S124,S128,LE,_T,1664582410,W2,0
F4S,BE,S124,S129,LE,_T,1664582410,W2,0
F4S,BE,S124,S12K,LE,_T,1664582410,W2,0
F4S,BE,S124,S12O,LE,_T,1664582410,W2,0
F4S,BE,S124,S12Q,LE,_T,1664582410,W2,0
F4S,BE,S124,S12R,LE,_T,1664582410,W2,0
F4S,BE,S124,S12T,LE,_T,1664582410,W2,0
F4S,BE,S124,S13,LE,_T,1664582410,W2,0
F4S,BE,S124,S1M,LE,_T,1664582410,W2,0
F4S,BE,S124,S2,LE,_T,1664582410,W2,0
F51,BE,S124,S0,LE,_T,1664582410,W2,78324
F51,BE,S124,S124,LE,_T,1664582410,W2,0
F511,BE,S124,S0,LE,_T,1664582410,W2,78312
F511,BE,S124,S1,LE,_T,1664582410,W2,3188
F511,BE,S124,S11,LE,_T,1664582410,W2,1621
F511,BE,S124,S124,LE,_T,1664582410,W2,0
F511,BE,S124,S125,LE,_T,1664582410,W2,814.8
F511,BE,S124,S126,LE,_T,1664582410,W2,449.1
F511,BE,S124,S127,LE,_T,1664582410,W2,211
F511,BE,S124,S128,LE,_T,1664582410,W2,91.9
F511,BE,S124,S129,LE,_T,1664582410,W2,0
F511,BE,S124,S12K,LE,_T,1664582410,W2,0
F511,BE,S124,S12O,LE,_T,1664582410,W2,1475
F511,BE,S124,S12Q,LE,_T,1664582410,W2,92
F511,BE,S124,S12R,LE,_T,1664582410,W2,1567
F511,BE,S124,S13,LE,_T,1664582410,W2,0
F511,BE,S124,S1M,LE,_T,1664582410,W2,0
F511,BE,S124,S2,LE,_T,1664582410,W2,75125
F51M,BE,S124,S0,LE,_T,1664582410,W2,11
F51M,BE,S124,S124,LE,_T,1664582410,W2,0
F52,BE,S124,S0,LE,_T,1664582410,W2,86489
F52,BE,S124,S1,LE,_T,1664582410,W2,19677
F52,BE,S124,S11,LE,_T,1664582410,W2,0
F52,BE,S124,S124,LE,_T,1664582410,W2,15618
F52,BE,S124,S12K,LE,_T,1664582410,W2,4059
F52,BE,S124,S12O,LE,_T,1664582410,W2,0
F52,BE,S124,S12Q,LE,_T,1664582410,W2,0
F52,BE,S124,S12T,LE,_T,1664582410,W2,4059
F52,BE,S124,S13,LE,_T,1664582410,W2,0
F52,BE,S124,S1M,LE,_T,1664582410,W2,0
F52,BE,S124,S2,LE,_T,1664582410,W2,66812
F6,BE,S124,S0,LE,_T,1664582410,W2,0
F6,BE,S124,S1,LE,_T,1664582410,W2,0
F6,BE,S124,S11,LE,_T,1664582410,W2,0
F6,BE,S124,S121,LE,_T,1664582410,W2,0
F6,BE,S124,S124,LE,_T,1664582410,W2,0
F6,BE,S124,S12K,LE,_T,1664582410,W2,0
F6,BE,S124,S12O,LE,_T,1664582410,W2,0
F6,BE,S124,S12Q,LE,_T,1664582410,W2,0
F6,BE,S124,S12R,LE,_T,1664582410,W2,0
F6,BE,S124,S12T,LE,_T,1664582410,W2,0
F6,BE,S124,S13,LE,_T,1664582410,W2,0
F6,BE,S124,S1M,LE,_T,1664582410,W2,0
F6,BE,S124,S2,LE,_T,1664582410,W2,0
F6N,BE,S124,S0,LE,_T,1664582410,W2,0
F6N,BE,S124,S1,LE,_T,1664582410,W2,0
F6N,BE,S124,S11,LE,_T,1664582410,W2,0
F6N,BE,S124,S121,LE,_T,1664582410,W2,0
F6N,BE,S124,S124,LE,_T,1664582410,W2,0
F6N,BE,S124,S12K,LE,_T,1664582410,W2,0
F6N,BE,S124,S12O,LE,_T,1664582410,W2,0
F6N,BE,S124,S12Q,LE,_T,1664582410,W2,0
F6N,BE,S124,S12R,LE,_T,1664582410,W2,0
F6N,BE,S124,S12T,LE,_T,1664582410,W2,0
F6N,BE,S124,S13,LE,_T,1664582410,W2,0
F6N,BE,S124,S1M,LE,_T,1664582410,W2,0
F6N,BE,S124,S2,LE,_T,1664582410,W2,0
F6O,BE,S124,S0,LE,_T,1664582410,W2,0
F6O,BE,S124,S1,LE,_T,1664582410,W2,0
F6O,BE,S124,S11,LE,_T,1664582410,W2,0
F6O,BE,S124,S121,LE,_T,1664582410,W2,0
F6O,BE,S124,S124,LE,_T,1664582410,W2,0
F6O,BE,S124,S12K,LE,_T,1664582410,W2,0
F6O,BE,S124,S12O,LE,_T,1664582410,W2,0
F6O,BE,S124,S12Q,LE,_T,1664582410,W2,0
F6O,BE,S124,S12R,LE,_T,1664582410,W2,0
F6O,BE,S124,S12T,LE,_T,1664582410,W2,0
F6O,BE,S124,S13,LE,_T,1664582410,W2,0
F6O,BE,S124,S1M,LE,_T,1664582410,W2,0
F6O,BE,S124,S2,LE,_T,1664582410,W2,0
F7,BE,S124,S0,LE,_T,1664582410,W2,159
F7,BE,S124,S124,LE,_T,1664582410,W2,0
F81,BE,S124,S0,LE,_T,1664582410,W2,0
F81,BE,S124,S1,LE,_T,1664582410,W2,0
F81,BE,S124,S11,LE,_T,1664582410,W2,0
F81,BE,S124,S121,LE,_T,1664582410,W2,0
F81,BE,S124,S124,LE,_T,1664582410,W2,0
F81,BE,S124,S12K,LE,_T,1664582410,W2,0
F81,BE,S124,S12O,LE,_T,1664582410,W2,0
F81,BE,S124,S12Q,LE,_T,1664582410,W2,0
F81,BE,S124,S12R,LE,_T,1664582410,W2,0
F81,BE,S124,S12T,LE,_T,1664582410,W2,0
F81,BE,S124,S13,LE,_T,1664582410,W2,0
F81,BE,S124,S1M,LE,_T,1664582410,W2,0
F81,BE,S124,S2,LE,_T,1664582410,W2,0
F89,BE,S124,S0,LE,_T,1664582410,W2,1154
F89,BE,S124,S124,LE,_T,1664582410,W2,0
F,BE,S12O,S0,LE,_T,1664582410,W2,709853
F,BE,S12O,S12O,LE,_T,1664582410,W2,74903.6
F21,BE,S12O,S0,LE,_T,1664582410,W2,0
F21,BE,S12O,S1,LE,_T,1664582410,W2,0
F21,BE,S12O,S11,LE,_T,1664582410,W2,0
F21,BE,S12O,S121,LE,_T,1664582410,W2,0
F21,BE,S12O,S124,LE,_T,1664582410,W2,0
F21,BE,S12O,S12K,LE,_T,1664582410,W2,0
F21,BE,S12O,S12O,LE,_T,1664582410,W2,0
F21,BE,S12O,S12Q,LE,_T,1664582410,W2,0
F21,BE,S12O,S12R,LE,_T,1664582410,W2,0
F21,BE,S12O,S12T,LE,_T,1664582410,W2,0
F21,BE,S12O,S13,LE,_T,1664582410,W2,0
F21,BE,S12O,S1M,LE,_T,1664582410,W2,0
F21,BE,S12O,S2,LE,_T,1664582410,W2,0
F2M,BE,S12O,S0,LE,_T,1664582410,W2,43766
F2M,BE,S12O,S1,LE,_T,1664582410,W2,19218
F2M,BE,S12O,S11,LE,_T,1664582410,W2,0
F2M,BE,S12O,S121,LE,_T,1664582410,W2,0
F2M,BE,S12O,S124,LE,_T,1664582410,W2,0
F2M,BE,S12O,S12K,LE,_T,1664582410,W2,19218
F2M,BE,S12O,S12O,LE,_T,1664582410,W2,0
F2M,BE,S12O,S12Q,LE,_T,1664582410,W2,0
F2M,BE,S12O,S12T,LE,_T,1664582410,W2,19218
F2M,BE,S12O,S13,LE,_T,1664582410,W2,0
F2M,BE,S12O,S1M,LE,_T,1664582410,W2,0
F2M,BE,S12O,S2,LE,_T,1664582410,W2,24548
F3,BE,S12O,S0,LE,_T,1664582410,W2,7735
F3,BE,S12O,S1,LE,_T,1664582410,W2,1479
F3,BE,S12O,S11,LE,_T,1664582410,W2,112
F3,BE,S12O,S121,LE,_T,1664582410,W2,0
F3,BE,S12O,S124,LE,_T,1664582410,W2,0
F3,BE,S12O,S125,LE,_T,1664582410,W2,12.4
F3,BE,S12O,S126,LE,_T,1664582410,W2,3.5
F3,BE,S12O,S127,LE,_T,1664582410,W2,78.2
F3,BE,S12O,S128,LE,_T,1664582410,W2,14
F3,BE,S12O,S129,LE,_T,1664582410,W2,0
F3,BE,S12O,S12K,LE,_T,1664582410,W2,393
F3,BE,S12O,S12O,LE,_T,1664582410,W2,94
F3,BE,S12O,S12Q,LE,_T,1664582410,W2,14
F3,BE,S12O,S12R,LE,_T,1664582410,W2,108
F3,BE,S12O,S12T,LE,_T,1664582410,W2,393
F3,BE,S12O,S13,LE,_T,1664582410,W2,866
