INSTR,REF_AREA,REF_SECTOR,COUNTERPART_SECTOR,STO,FUNCTIONAL_CAT,TIME,COUNTERPART_AREA,_.obs_value
F52,BE,S11,S1,LE,_T,1664582410,W2,0
F52,BE,S11,S11,LE,_T,1664582410,W2,0
F52,BE,S11,S124,LE,_T,1664582410,W2,9501
F52,BE,S11,S12K,LE,_T,1664582410,W2,0
F52,BE,S11,S12O,LE,_T,1664582410,W2,0
F52,BE,S11,S12Q,LE,_T,1664582410,W2,0
F52,BE,S11,S12R,LE,_T,1664582410,W2,0
F52,BE,S11,S12T,LE,_T,1664582410,W2,0
F52,BE,S11,S13,LE,_T,1664582410,W2,0
F52,BE,S11,S1M,LE,_T,1664582410,W2,0
F52,BE,S11,S2,LE,_T,1664582410,W2,0
F6,BE,S11,S0,LE,_T,1664582410,W2,6083
F6,BE,S11,S11,LE,_T,1664582410,W2,0
F6N,BE,S11,S0,LE,_T,1664582410,W2,0
F6N,BE,S11,S1,LE,_T,1664582410,W2,0
F6N,BE,S11,S11,LE,_T,1664582410,W2,0
F6N,BE,S11,S121,LE,_T,1664582410,W2,0
F6N,BE,S11,S124,LE,_T,1664582410,W2,0
F6N,BE,S11,S12K,LE,_T,1664582410,W2,0
F6N,BE,S11,S12O,LE,_T,1664582410,W2,0
F6N,BE,S11,S12Q,LE,_T,1664582410,W2,0
F6N,BE,S11,S12R,LE,_T,1664582410,W2,0
F6N,BE,S11,S12T,LE,_T,1664582410,W2,0
F6N,BE,S11,S13,LE,_T,1664582410,W2,0
F6N,BE,S11,S1M,LE,_T,1664582410,W2,0
F6N,BE,S11,S2,LE,_T,1664582410,W2,0
F6O,BE,S11,S0,LE,_T,1664582410,W2,6083
F6O,BE,S11,S1M,LE,_T,1664582410,W2,0
F7,BE,S11,S0,LE,_T,1664582410,W2,0
F7,BE,S11,S1,LE,_T,1664582410,W2,0
F7,BE,S11,S11,LE,_T,1664582410,W2,0
F7,BE,S11,S121,LE,_T,1664582410,W2,0
F7,BE,S11,S124,LE,_T,1664582410,W2,0
F7,BE,S11,S12K,LE,_T,1664582410,W2,0
F7,BE,S11,S12O,LE,_T,1664582410,W2,0
F7,BE,S11,S12Q,LE,_T,1664582410,W2,0
F7,BE,S11,S12R,LE,_T,1664582410,W2,0
F7,BE,S11,S12T,LE,_T,1664582410,W2,0
F7,BE,S11,S13,LE,_T,1664582410,W2,0
F7,BE,S11,S1M,LE,_T,1664582410,W2,0
F7,BE,S11,S2,LE,_T,1664582410,W2,0
F81,BE,S11,S0,LE,_T,1664582410,W2,225511
F81,BE,S11,S11,LE,_T,1664582410,W2,114505.7
F89,BE,S11,S0,LE,_T,1664582410,W2,25112
F89,BE,S11,S11,LE,_T,1664582410,W2,6958.5
F,BE,S11,S0,LE,_D,1664582410,W2,700711
F3,BE,S11,S0,LE,_D,1664582410,W2,126
F4,BE,S11,S0,LE,_D,1664582410,W2,193586
F51M,BE,S11,S0,LE,_D,1664582410,W2,475327
F81,BE,S11,S0,LE,_D,1664582410,W2,31167
F89,BE,S11,S0,LE,_D,1664582410,W2,505
F,BE,S11,S2,LE,_D,1664582410,W2,700711
F3,BE,S11,S2,LE,_D,1664582410,W2,126
F4,BE,S11,S2,LE,_D,1664582410,W2,193586
F51M,BE,S11,S2,LE,_D,1664582410,W2,475327
F81,BE,S11,S2,LE,_D,1664582410,W2,31167
F89,BE,S11,S2,LE,_D,1664582410,W2,505
F,BE,S1M,S0,LE,_T,1664582410,W2,1485031
F,BE,S1M,S1M,LE,_T,1664582410,W2,3855.80000000005
F21,BE,S1M,S0,LE,_T,1664582410,W2,36023
F21,BE,S1M,S11,LE,_T,1664582410,W2,0
F21,BE,S1M,S124,LE,_T,1664582410,W2,0
F21,BE,S1M,S12O,LE,_T,1664582410,W2,0
F21,BE,S1M,S12Q,LE,_T,1664582410,W2,0
F21,BE,S1M,S1M,LE,_T,1664582410,W2,0
F2M,BE,S1M,S0,LE,_T,1664582410,W2,450426
F2M,BE,S1M,S1,LE,_T,1664582410,W2,437208
F2M,BE,S1M,S11,LE,_T,1664582410,W2,0
F2M,BE,S1M,S121,LE,_T,1664582410,W2,0
F2M,BE,S1M,S124,LE,_T,1664582410,W2,0
F2M,BE,S1M,S12K,LE,_T,1664582410,W2,437208
F2M,BE,S1M,S12O,LE,_T,1664582410,W2,0
F2M,BE,S1M,S12Q,LE,_T,1664582410,W2,0
F2M,BE,S1M,S12T,LE,_T,1664582410,W2,437208
F2M,BE,S1M,S13,LE,_T,1664582410,W2,0
F2M,BE,S1M,S1M,LE,_T,1664582410,W2,0
F2M,BE,S1M,S2,LE,_T,1664582410,W2,13218
F3,BE,S1M,S0,LE,_T,1664582410,W2,27464
F3,BE,S1M,S1,LE,_T,1664582410,W2,5679
F3,BE,S1M,S11,LE,_T,1664582410,W2,1495
F3,BE,S1M,S121,LE,_T,1664582410,W2,0
F3,BE,S1M,S124,LE,_T,1664582410,W2,0
F3,BE,S1M,S125,LE,_T,1664582410,W2,268.4
F3,BE,S1M,S126,LE,_T,1664582410,W2,15.7
F3,BE,S1M,S127,LE,_T,1664582410,W2,512.9
F3,BE,S1M,S128,LE,_T,1664582410,W2,8.5
F3,BE,S1M,S129,LE,_T,1664582410,W2,0
F3,BE,S1M,S12K,LE,_T,1664582410,W2,2676
F3,BE,S1M,S12O,LE,_T,1664582410,W2,797
F3,BE,S1M,S12Q,LE,_T,1664582410,W2,8
F3,BE,S1M,S12R,LE,_T,1664582410,W2,805
F3,BE,S1M,S12T,LE,_T,1664582410,W2,2676
F3,BE,S1M,S13,LE,_T,1664582410,W2,703
F3,BE,S1M,S1M,LE,_T,1664582410,W2,0
F3,BE,S1M,S2,LE,_T,1664582410,W2,21785
F3L,BE,S1M,S0,LE,_T,1664582410,W2,27010
F3L,BE,S1M,S1,LE,_T,1664582410,W2,5395
F3L,BE,S1M,S11,LE,_T,1664582410,W2,1419
F3L,BE,S1M,S121,LE,_T,1664582410,W2,0
F3L,BE,S1M,S124,LE,_T,1664582410,W2,0
F3L,BE,S1M,S125,LE,_T,1664582410,W2,155.3
F3L,BE,S1M,S126,LE,_T,1664582410,W2,15.7
F3L,BE,S1M,S127,LE,_T,1664582410,W2,466.3
F3L,BE,S1M,S128,LE,_T,1664582410,W2,8.5
F3L,BE,S1M,S129,LE,_T,1664582410,W2,0
F3L,BE,S1M,S12K,LE,_T,1664582410,W2,2642
F3L,BE,S1M,S12O,LE,_T,1664582410,W2,637
F3L,BE,S1M,S12Q,LE,_T,1664582410,W2,8
F3L,BE,S1M,S12R,LE,_T,1664582410,W2,646
F3L,BE,S1M,S12T,LE,_T,1664582410,W2,2642
F3L,BE,S1M,S13,LE,_T,1664582410,W2,688
F3L,BE,S1M,S1M,LE,_T,1664582410,W2,0
F3L,BE,S1M,S2,LE,_T,1664582410,W2,21615
F3S,BE,S1M,S0,LE,_T,1664582410,W2,455
F3S,BE,S1M,S1,LE,_T,1664582410,W2,285
F3S,BE,S1M,S11,LE,_T,1664582410,W2,76
F3S,BE,S1M,S121,LE,_T,1664582410,W2,0
F3S,BE,S1M,S124,LE,_T,1664582410,W2,0
F3S,BE,S1M,S125,LE,_T,1664582410,W2,113.2
F3S,BE,S1M,S126,LE,_T,1664582410,W2,0
F3S,BE,S1M,S127,LE,_T,1664582410,W2,46.6
F3S,BE,S1M,S128,LE,_T,1664582410,W2,0
F3S,BE,S1M,S129,LE,_T,1664582410,W2,0
F3S,BE,S1M,S12K,LE,_T,1664582410,W2,33
F3S,BE,S1M,S12O,LE,_T,1664582410,W2,160
F3S,BE,S1M,S12Q,LE,_T,1664582410,W2,0
F3S,BE,S1M,S12R,LE,_T,1664582410,W2,160
F3S,BE,S1M,S12T,LE,_T,1664582410,W2,33
F3S,BE,S1M,S13,LE,_T,1664582410,W2,15
F3S,BE,S1M,S1M,LE,_T,1664582410,W2,0
F3S,BE,S1M,S2,LE,_T,1664582410,W2,170
F4,BE,S1M,S0,LE,_T,1664582410,W2,3362
F4,BE,S1M,S1,LE,_T,1664582410,W2,3362
F4,BE,S1M,S11,LE,_T,1664582410,W2,0
F4,BE,S1M,S124,LE,_T,1664582410,W2,0
F4,BE,S1M,S125,LE,_T,1664582410,W2,521
F4,BE,S1M,S126,LE,_T,1664582410,W2,0
F4,BE,S1M,S127,LE,_T,1664582410,W2,0
F4,BE,S1M,S128,LE,_T,1664582410,W2,0
F4,BE,S1M,S129,LE,_T,1664582410,W2,0
F4,BE,S1M,S12K,LE,_T,1664582410,W2,3
F4,BE,S1M,S12O,LE,_T,1664582410,W2,521
F4,BE,S1M,S12Q,LE,_T,1664582410,W2,0
F4,BE,S1M,S12R,LE,_T,1664582410,W2,521
F4,BE,S1M,S13,LE,_T,1664582410,W2,154
F4,BE,S1M,S1M,LE,_T,1664582410,W2,2684
F4,BE,S1M,S2,LE,_T,1664582410,W2,0
F4L,BE,S1M,S0,LE,_T,1664582410,W2,501
F4L,BE,S1M,S1,LE,_T,1664582410,W2,501
F4L,BE,S1M,S11,LE,_T,1664582410,W2,0
F4L,BE,S1M,S124,LE,_T,1664582410,W2,0
F4L,BE,S1M,S125,LE,_T,1664582410,W2,0
F4L,BE,S1M,S126,LE,_T,1664582410,W2,0
F4L,BE,S1M,S127,LE,_T,1664582410,W2,0
F4L,BE,S1M,S128,LE,_T,1664582410,W2,0
F4L,BE,S1M,S129,LE,_T,1664582410,W2,0
F4L,BE,S1M,S12K,LE,_T,1664582410,W2,3
F4L,BE,S1M,S12O,LE,_T,1664582410,W2,0
F4L,BE,S1M,S12Q,LE,_T,1664582410,W2,0
F4L,BE,S1M,S12R,LE,_T,1664582410,W2,0
F4L,BE,S1M,S13,LE,_T,1664582410,W2,151
F4L,BE,S1M,S1M,LE,_T,1664582410,W2,347
F4L,BE,S1M,S2,LE,_T,1664582410,W2,0
F4S,BE,S1M,S0,LE,_T,1664582410,W2,2861
F4S,BE,S1M,S1,LE,_T,1664582410,W2,2861
F4S,BE,S1M,S11,LE,_T,1664582410,W2,0
F4S,BE,S1M,S124,LE,_T,1664582410,W2,0
F4S,BE,S1M,S125,LE,_T,1664582410,W2,521
F4S,BE,S1M,S126,LE,_T,1664582410,W2,0
F4S,BE,S1M,S127,LE,_T,1664582410,W2,0
F4S,BE,S1M,S128,LE,_T,1664582410,W2,0
F4S,BE,S1M,S129,LE,_T,1664582410,W2,0
F4S,BE,S1M,S12K,LE,_T,1664582410,W2,0
F4S,BE,S1M,S12O,LE,_T,1664582410,W2,521
F4S,BE,S1M,S12Q,LE,_T,1664582410,W2,0
F4S,BE,S1M,S12R,LE,_T,1664582410,W2,521
F4S,BE,S1M,S13,LE,_T,1664582410,W2,3
F4S,BE,S1M,S1M,LE,_T,1664582410,W2,2338
F4S,BE,S1M,S2,LE,_T,1664582410,W2,0
F51,BE,S1M,S0,LE,_T,1664582410,W2,433489
F51,BE,S1M,S1M,LE,_T,1664582410,W2,0
F511,BE,S1M,S0,LE,_T,1664582410,W2,77513
F511,BE,S1M,S1,LE,_T,1664582410,W2,34164
F511,BE,S1M,S11,LE,_T,1664582410,W2,15085
F511,BE,S1M,S124,LE,_T,1664582410,W2,0
F511,BE,S1M,S125,LE,_T,1664582410,W2,10864.1
F511,BE,S1M,S126,LE,_T,1664582410,W2,2241.8
F511,BE,S1M,S127,LE,_T,1664582410,W2,4069.7
F511,BE,S1M,S128,LE,_T,1664582410,W2,1826.8
F511,BE,S1M,S129,LE,_T,1664582410,W2,0
F511,BE,S1M,S12K,LE,_T,1664582410,W2,77
F511,BE,S1M,S12O,LE,_T,1664582410,W2,17176
F511,BE,S1M,S12Q,LE,_T,1664582410,W2,1827
F511,BE,S1M,S12R,LE,_T,1664582410,W2,19002
F511,BE,S1M,S13,LE,_T,1664582410,W2,0
F511,BE,S1M,S1M,LE,_T,1664582410,W2,0
F511,BE,S1M,S2,LE,_T,1664582410,W2,43349
F51M,BE,S1M,S0,LE,_T,1664582410,W2,355976
F51M,BE,S1M,S1M,LE,_T,1664582410,W2,0
F52,BE,S1M,S0,LE,_T,1664582410,W2,247980
F52,BE,S1M,S1,LE,_T,1664582410,W2,118849
F52,BE,S1M,S11,LE,_T,1664582410,W2,0
F52,BE,S1M,S124,LE,_T,1664582410,W2,118681
F52,BE,S1M,S12K,LE,_T,1664582410,W2,168
F52,BE,S1M,S12O,LE,_T,1664582410,W2,0
F52,BE,S1M,S12Q,LE,_T,1664582410,W2,0
F52,BE,S1M,S12T,LE,_T,1664582410,W2,168
F52,BE,S1M,S13,LE,_T,1664582410,W2,0
F52,BE,S1M,S1M,LE,_T,1664582410,W2,0
F52,BE,S1M,S2,LE,_T,1664582410,W2,129131
F6,BE,S1M,S0,LE,_T,1664582410,W2,268000
F6,BE,S1M,S1M,LE,_T,1664582410,W2,0
F6N,BE,S1M,S0,LE,_T,1664582410,W2,253902
F6N,BE,S1M,S1M,LE,_T,1664582410,W2,0
F6O,BE,S1M,S0,LE,_T,1664582410,W2,14098
F6O,BE,S1M,S1M,LE,_T,1664582410,W2,0
F7,BE,S1M,S0,LE,_T,1664582410,W2,0
F7,BE,S1M,S1,LE,_T,1664582410,W2,0
F7,BE,S1M,S11,LE,_T,1664582410,W2,0
F7,BE,S1M,S121,LE,_T,1664582410,W2,0
F7,BE,S1M,S124,LE,_T,1664582410,W2,0
F7,BE,S1M,S12K,LE,_T,1664582410,W2,0
F7,BE,S1M,S12O,LE,_T,1664582410,W2,0
F7,BE,S1M,S12Q,LE,_T,1664582410,W2,0
F7,BE,S1M,S12R,LE,_T,1664582410,W2,0
F7,BE,S1M,S12T,LE,_T,1664582410,W2,0
F7,BE,S1M,S13,LE,_T,1664582410,W2,0
F7,BE,S1M,S1M,LE,_T,1664582410,W2,0
F7,BE,S1M,S2,LE,_T,1664582410,W2,0
F81,BE,S1M,S0,LE,_T,1664582410,W2,4816
F81,BE,S1M,S1M,LE,_T,1664582410,W2,419.7
F89,BE,S1M,S0,LE,_T,1664582410,W2,13469
F89,BE,S1M,S1M,LE,_T,1664582410,W2,751.800000000001
F,BE,S1M,S0,LE,_D,1664582410,W2,37616
F51M,BE,S1M,S0,LE,_D,1664582410,W2,37616
F,BE,S1M,S2,LE,_D,1664582410,W2,37616
F51M,BE,S1M,S2,LE,_D,1664582410,W2,37616
F,BE,S1,S0,LE,_T,1664582410,W2,6223806
F,BE,S1,S1,LE,_T,1664582410,W2,3842013.6
F21,BE,S1,S0,LE,_T,1664582410,W2,40318
F21,BE,S1,S1,LE,_T,1664582410,W2,40303.2
F21,BE,S1,S11,LE,_T,1664582410,W2,0
F21,BE,S1,S124,LE,_T,1664582410,W2,0
F21,BE,S1,S12O,LE,_T,1664582410,W2,0
F21,BE,S1,S12Q,LE,_T,1664582410,W2,0
F21,BE,S1,S1M,LE,_T,1664582410,W2,0
F2M,BE,S1,S0,LE,_T,1664582410,W2,1196009
F2M,BE,S1,S1,LE,_T,1664582410,W2,905981
F2M,BE,S1,S11,LE,_T,1664582410,W2,0
F2M,BE,S1,S121,LE,_T,1664582410,W2,217424
F2M,BE,S1,S124,LE,_T,1664582410,W2,0
F2M,BE,S1,S125,LE,_T,1664582410,W2,0
F2M,BE,S1,S126,LE,_T,1664582410,W2,0
F2M,BE,S1,S127,LE,_T,1664582410,W2,0
F2M,BE,S1,S128,LE,_T,1664582410,W2,5745.3
F2M,BE,S1,S129,LE,_T,1664582410,W2,855
F2M,BE,S1,S12K,LE,_T,1664582410,W2,904454
F2M,BE,S1,S12O,LE,_T,1664582410,W2,0
F2M,BE,S1,S12Q,LE,_T,1664582410,W2,0
F2M,BE,S1,S12T,LE,_T,1664582410,W2,687029
F2M,BE,S1,S13,LE,_T,1664582410,W2,1528
F2M,BE,S1,S1M,LE,_T,1664582410,W2,0
F2M,BE,S1,S2,LE,_T,1664582410,W2,290028
F3,BE,S1,S0,LE,_T,1664582410,W2,644344
F3,BE,S1,S1,LE,_T,1664582410,W2,283141
F3,BE,S1,S11,LE,_T,1664582410,W2,15357
F3,BE,S1,S121,LE,_T,1664582410,W2,0
F3,BE,S1,S124,LE,_T,1664582410,W2,0
F3,BE,S1,S125,LE,_T,1664582410,W2,49978.9
F3,BE,S1,S126,LE,_T,1664582410,W2,397.7
F3,BE,S1,S127,LE,_T,1664582410,W2,2054.2
F3,BE,S1,S128,LE,_T,1664582410,W2,716.4
F3,BE,S1,S129,LE,_T,1664582410,W2,0
F3,BE,S1,S12K,LE,_T,1664582410,W2,12291
F3,BE,S1,S12O,LE,_T,1664582410,W2,52431
F3,BE,S1,S12Q,LE,_T,1664582410,W2,716
F3,BE,S1,S12R,LE,_T,1664582410,W2,53147
F3,BE,S1,S12T,LE,_T,1664582410,W2,12291
F3,BE,S1,S13,LE,_T,1664582410,W2,202345
F3,BE,S1,S1M,LE,_T,1664582410,W2,0
F3,BE,S1,S2,LE,_T,1664582410,W2,361203
F3L,BE,S1,S0,LE,_T,1664582410,W2,606700
F3L,BE,S1,S1,LE,_T,1664582410,W2,272891
F3L,BE,S1,S11,LE,_T,1664582410,W2,14401
F3L,BE,S1,S121,LE,_T,1664582410,W2,0
F3L,BE,S1,S124,LE,_T,1664582410,W2,0
F3L,BE,S1,S125,LE,_T,1664582410,W2,49593.5
F3L,BE,S1,S126,LE,_T,1664582410,W2,397.7
F3L,BE,S1,S127,LE,_T,1664582410,W2,1750.7
F3L,BE,S1,S128,LE,_T,1664582410,W2,716.4
F3L,BE,S1,S129,LE,_T,1664582410,W2,0
F3L,BE,S1,S12K,LE,_T,1664582410,W2,11609
F3L,BE,S1,S12O,LE,_T,1664582410,W2,51742
F3L,BE,S1,S12Q,LE,_T,1664582410,W2,716
F3L,BE,S1,S12R,LE,_T,1664582410,W2,52458
F3L,BE,S1,S12T,LE,_T,1664582410,W2,11609
F3L,BE,S1,S13,LE,_T,1664582410,W2,194422
F3L,BE,S1,S1M,LE,_T,1664582410,W2,0
F3L,BE,S1,S2,LE,_T,1664582410,W2,333809
F3S,BE,S1,S0,LE,_T,1664582410,W2,37644
F3S,BE,S1,S1,LE,_T,1664582410,W2,10250
F3S,BE,S1,S11,LE,_T,1664582410,W2,956
F3S,BE,S1,S121,LE,_T,1664582410,W2,0
F3S,BE,S1,S124,LE,_T,1664582410,W2,0
F3S,BE,S1,S125,LE,_T,1664582410,W2,385.4
F3S,BE,S1,S126,LE,_T,1664582410,W2,0
F3S,BE,S1,S127,LE,_T,1664582410,W2,303.5
F3S,BE,S1,S128,LE,_T,1664582410,W2,0
F3S,BE,S1,S129,LE,_T,1664582410,W2,0
F3S,BE,S1,S12K,LE,_T,1664582410,W2,682
F3S,BE,S1,S12O,LE,_T,1664582410,W2,689
F3S,BE,S1,S12Q,LE,_T,1664582410,W2,0
F3S,BE,S1,S12R,LE,_T,1664582410,W2,689
F3S,BE,S1,S12T,LE,_T,1664582410,W2,682
F3S,BE,S1,S13,LE,_T,1664582410,W2,7923
F3S,BE,S1,S1M,LE,_T,1664582410,W2,0
F3S,BE,S1,S2,LE,_T,1664582410,W2,27394
F4,BE,S1,S0,LE,_T,1664582410,W2,1419588
F4,BE,S1,S1,LE,_T,1664582410,W2,974842
F4,BE,S1,S11,LE,_T,1664582410,W2,446248
F4,BE,S1,S124,LE,_T,1664582410,W2,81
F4,BE,S1,S125,LE,_T,1664582410,W2,65486.3
F4,BE,S1,S126,LE,_T,1664582410,W2,8143
F4,BE,S1,S127,LE,_T,1664582410,W2,30056.6
F4,BE,S1,S128,LE,_T,1664582410,W2,12093.6
F4,BE,S1,S129,LE,_T,1664582410,W2,0
F4,BE,S1,S12K,LE,_T,1664582410,W2,17041
F4,BE,S1,S12O,LE,_T,1664582410,W2,103686
F4,BE,S1,S12Q,LE,_T,1664582410,W2,12094
F4,BE,S1,S12R,LE,_T,1664582410,W2,115860
F4,BE,S1,S13,LE,_T,1664582410,W2,77211
F4,BE,S1,S1M,LE,_T,1664582410,W2,318482
F4,BE,S1,S2,LE,_T,1664582410,W2,444746
F4L,BE,S1,S0,LE,_T,1664582410,W2,943755
F4L,BE,S1,S1,LE,_T,1664582410,W2,717411
F4L,BE,S1,S11,LE,_T,1664582410,W2,272555
F4L,BE,S1,S124,LE,_T,1664582410,W2,81
F4L,BE,S1,S125,LE,_T,1664582410,W2,38486.6
F4L,BE,S1,S126,LE,_T,1664582410,W2,4060.6
F4L,BE,S1,S127,LE,_T,1664582410,W2,12616.4
F4L,BE,S1,S128,LE,_T,1664582410,W2,4803.1
F4L,BE,S1,S129,LE,_T,1664582410,W2,0
F4L,BE,S1,S12K,LE,_T,1664582410,W2,17034
F4L,BE,S1,S12O,LE,_T,1664582410,W2,55164
F4L,BE,S1,S12Q,LE,_T,1664582410,W2,4803
F4L,BE,S1,S12R,LE,_T,1664582410,W2,60048
F4L,BE,S1,S13,LE,_T,1664582410,W2,58242
F4L,BE,S1,S1M,LE,_T,1664582410,W2,309532
F4L,BE,S1,S2,LE,_T,1664582410,W2,226344
F4S,BE,S1,S0,LE,_T,1664582410,W2,475834
F4S,BE,S1,S1,LE,_T,1664582410,W2,257431
F4S,BE,S1,S11,LE,_T,1664582410,W2,173693
F4S,BE,S1,S124,LE,_T,1664582410,W2,0
F4S,BE,S1,S125,LE,_T,1664582410,W2,26999.7
F4S,BE,S1,S126,LE,_T,1664582410,W2,4082.4
F4S,BE,S1,S127,LE,_T,1664582410,W2,17440.2
F4S,BE,S1,S128,LE,_T,1664582410,W2,7290.4
F4S,BE,S1,S129,LE,_T,1664582410,W2,0
F4S,BE,S1,S12K,LE,_T,1664582410,W2,8
F4S,BE,S1,S12O,LE,_T,1664582410,W2,48522
F4S,BE,S1,S12Q,LE,_T,1664582410,W2,7290
F4S,BE,S1,S12R,LE,_T,1664582410,W2,55813
F4S,BE,S1,S13,LE,_T,1664582410,W2,18968
F4S,BE,S1,S1M,LE,_T,1664582410,W2,8949
F4S,BE,S1,S2,LE,_T,1664582410,W2,218403
F5,BE,S1,S12T,LE,_T,1664582410,W2,35889.3606
F51,BE,S1,S0,LE,_T,1664582410,W2,1789240
F51,BE,S1,S1,LE,_T,1664582410,W2,972010.7
F511,BE,S1,S0,LE,_T,1664582410,W2,263876
F511,BE,S1,S1,LE,_T,1664582410,W2,117248
F511,BE,S1,S11,LE,_T,1664582410,W2,67880
F511,BE,S1,S124,LE,_T,1664582410,W2,0
F511,BE,S1,S125,LE,_T,1664582410,W2,23814.4
F511,BE,S1,S126,LE,_T,1664582410,W2,13042.4
F511,BE,S1,S127,LE,_T,1664582410,W2,9068.3
F511,BE,S1,S128,LE,_T,1664582410,W2,3211.6
F511,BE,S1,S129,LE,_T,1664582410,W2,0
F511,BE,S1,S12K,LE,_T,1664582410,W2,231
F511,BE,S1,S12O,LE,_T,1664582410,W2,45925
F511,BE,S1,S12Q,LE,_T,1664582410,W2,3212
F511,BE,S1,S12R,LE,_T,1664582410,W2,49137
F511,BE,S1,S13,LE,_T,1664582410,W2,0
F511,BE,S1,S1M,LE,_T,1664582410,W2,0
F511,BE,S1,S2,LE,_T,1664582410,W2,146628
F51M,BE,S1,S0,LE,_T,1664582410,W2,1525365
F51M,BE,S1,S1,LE,_T,1664582410,W2,854762.7
F52,BE,S1,S0,LE,_T,1664582410,W2,459028
F52,BE,S1,S1,LE,_T,1664582410,W2,164475
F52,BE,S1,S11,LE,_T,1664582410,W2,0
F52,BE,S1,S124,LE,_T,1664582410,W2,160245
F52,BE,S1,S12K,LE,_T,1664582410,W2,4230
F52,BE,S1,S12O,LE,_T,1664582410,W2,0
F52,BE,S1,S12Q,LE,_T,1664582410,W2,0
F52,BE,S1,S12T,LE,_T,1664582410,W2,4230
F52,BE,S1,S13,LE,_T,1664582410,W2,0
F52,BE,S1,S1M,LE,_T,1664582410,W2,0
F52,BE,S1,S2,LE,_T,1664582410,W2,294553
F6,BE,S1,S0,LE,_T,1664582410,W2,295427
F6,BE,S1,S1,LE,_T,1664582410,W2,251794.2
F6N,BE,S1,S0,LE,_T,1664582410,W2,253902
F6N,BE,S1,S1,LE,_T,1664582410,W2,231845.3
F6O,BE,S1,S0,LE,_T,1664582410,W2,41525
F6O,BE,S1,S1M,LE,_T,1664582410,W2,0
F7,BE,S1,S0,LE,_T,1664582410,W2,16972
F7,BE,S1,S1,LE,_T,1664582410,W2,4973.8
F81,BE,S1,S0,LE,_T,1664582410,W2,243605
F81,BE,S1,S1,LE,_T,1664582410,W2,163300.8
F89,BE,S1,S0,LE,_T,1664582410,W2,93439
F89,BE,S1,S1,LE,_T,1664582410,W2,81192.2
F,BE,S1,S0,LE,_D,1664582410,W2,1041392
F2M,BE,S1,S12K,LE,_D,1664582410,W2,905981
F3,BE,S1,S0,LE,_D,1664582410,W2,126
F3,BE,S1,S2,LE,_D,1664582410,W2,126
F4,BE,S1,S0,LE,_D,1664582410,W2,336998
F4,BE,S1,S2,LE,_D,1664582410,W2,336998
F511,BE,S1,S2,LE,_D,1664582410,W2,0
F51M,BE,S1,S0,LE,_D,1664582410,W2,670832
F81,BE,S1,S0,LE,_D,1664582410,W2,31657
F89,BE,S1,S0,LE,_D,1664582410,W2,1779
F,BE,S1,S2,LE,_D,1664582410,W2,1041392
F51M,BE,S1,S2,LE,_D,1664582410,W2,670832
F81,BE,S1,S2,LE,_D,1664582410,W2,31657
F89,BE,S1,S2,LE,_D,1664582410,W2,1779
F,BE,S12K,S0,LE,_T,1664582410,W2,1529542
F,BE,S12K,S12K,LE,_T,1664582410,W2,282544.1
F21,BE,S12K,S0,LE,_T,1664582410,W2,1442
F21,BE,S12K,S11,LE,_T,1664582410,W2,0
F21,BE,S12K,S124,LE,_T,1664582410,W2,0
F21,BE,S12K,S12K,LE,_T,1664582410,W2,1427
F21,BE,S12K,S12O,LE,_T,1664582410,W2,0
F21,BE,S12K,S12Q,LE,_T,1664582410,W2,0
F21,BE,S12K,S1M,LE,_T,1664582410,W2,0
F2M,BE,S12K,S0,LE,_T,1664582410,W2,484475
F2M,BE,S12K,S1,LE,_T,1664582410,W2,273697
F2M,BE,S12K,S11,LE,_T,1664582410,W2,0
F2M,BE,S12K,S121,LE,_T,1664582410,W2,213202
F2M,BE,S12K,S124,LE,_T,1664582410,W2,0
F2M,BE,S12K,S125,LE,_T,1664582410,W2,0
F2M,BE,S12K,S126,LE,_T,1664582410,W2,0
F2M,BE,S12K,S127,LE,_T,1664582410,W2,0
F2M,BE,S12K,S128,LE,_T,1664582410,W2,5745.3
F2M,BE,S12K,S129,LE,_T,1664582410,W2,855
F2M,BE,S12K,S12K,LE,_T,1664582410,W2,272170
F2M,BE,S12K,S12O,LE,_T,1664582410,W2,0
F2M,BE,S12K,S12Q,LE,_T,1664582410,W2,0
F2M,BE,S12K,S12T,LE,_T,1664582410,W2,58968
F2M,BE,S12K,S13,LE,_T,1664582410,W2,1528
F2M,BE,S12K,S1M,LE,_T,1664582410,W2,0
F2M,BE,S12K,S2,LE,_T,1664582410,W2,210778
F3,BE,S12K,S0,LE,_T,1664582410,W2,393743
F3,BE,S12K,S1,LE,_T,1664582410,W2,202433
F3,BE,S12K,S11,LE,_T,1664582410,W2,9377
F3,BE,S12K,S121,LE,_T,1664582410,W2,0
F3,BE,S12K,S124,LE,_T,1664582410,W2,0
F3,BE,S12K,S125,LE,_T,1664582410,W2,48507.9
F3,BE,S12K,S126,LE,_T,1664582410,W2,9.8
F3,BE,S12K,S127,LE,_T,1664582410,W2,972.3
F3,BE,S12K,S128,LE,_T,1664582410,W2,94.2
F3,BE,S12K,S129,LE,_T,1664582410,W2,0
F3,BE,S12K,S12K,LE,_T,1664582410,W2,6065
F3,BE,S12K,S12O,LE,_T,1664582410,W2,49490
F3,BE,S12K,S12Q,LE,_T,1664582410,W2,94
F3,BE,S12K,S12R,LE,_T,1664582410,W2,49584
