COUNTRY,INDICATOR,1950q1,1950q2,1950q3,1950q4,1951q1,1951q2,1951q3,1951q4,1952q1,1952q2,1952q3,1952q4,1953q1,1953q2,1953q3,1953q4,1954q1,1954q2,1954q3,1954q4,1955q1,1955q2,1955q3,1955q4,1956q1,1956q2,1956q3,1956q4,1957q1,1957q2,1957q3,1957q4,1958q1,1958q2,1958q3,1958q4,1959q1,1959q2,1959q3,1959q4,1960q1,1960q2,1960q3,1960q4,1961q1,1961q2,1961q3,1961q4,1962q1,1962q2,1962q3,1962q4,1963q1,1963q2,1963q3,1963q4,1964q1,1964q2,1964q3,1964q4,1965q1,1965q2,1965q3,1965q4,1966q1,1966q2,1966q3,1966q4,1967q1,1967q2,1967q3,1967q4,1968q1,1968q2,1968q3,1968q4,1969q1,1969q2,1969q3,1969q4,1970q1,1970q2,1970q3,1970q4,1971q1,1971q2,1971q3,1971q4,1972q1,1972q2,1972q3,1972q4,1973q1,1973q2,1973q3,1973q4,1974q1,1974q2,1974q3,1974q4,1975q1,1975q2,1975q3,1975q4,1976q1,1976q2,1976q3,1976q4,1977q1,1977q2,1977q3,1977q4,1978q1,1978q2,1978q3,1978q4,1979q1,1979q2,1979q3,1979q4,1980q1,1980q2,1980q3,1980q4,1981q1,1981q2,1981q3,1981q4,1982q1,1982q2,1982q3,1982q4,1983q1,1983q2,1983q3,1983q4,1984q1,1984q2,1984q3,1984q4,1985q1,1985q2,1985q3,1985q4,1986q1,1986q2,1986q3,1986q4,1987q1,1987q2,1987q3,1987q4,1988q1,1988q2,1988q3,1988q4,1989q1,1989q2,1989q3,1989q4,1990q1,1990q2,1990q3,1990q4,1991q1,1991q2,1991q3,1991q4,1992q1,1992q2,1992q3,1992q4,1993q1,1993q2,1993q3,1993q4,1994q1,1994q2,1994q3,1994q4,1995q1,1995q2,1995q3,1995q4,1996q1,1996q2,1996q3,1996q4,1997q1,1997q2,1997q3,1997q4,1998q1,1998q2,1998q3,1998q4,1999q1,1999q2,1999q3,1999q4,2000q1,2000q2,2000q3,2000q4,2001q1,2001q2,2001q3,2001q4,2002q1,2002q2,2002q3,2002q4,2003q1,2003q2,2003q3,2003q4,2004q1,2004q2,2004q3,2004q4,2005q1,2005q2,2005q3,2005q4,2006q1,2006q2,2006q3,2006q4,2007q1,2007q2,2007q3,2007q4,2008q1,2008q2,2008q3,2008q4,2009q1,2009q2,2009q3,2009q4,2010q1,2010q2,2010q3,2010q4,2011q1,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4,2021q1,2021q2,2021q3,2021q4,2022q1,2022q2,2022q3,2022q4,2023q1,2023q2,2023q3,2023q4,2024q1,2024q2,2024q3
MM,XRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.7619,4.773671,5.46987,5.459055,5.459055,5.449996,5.130114,4.864703,4.864703,4.864703,4.864703,4.864703,4.864703,4.85599,6.225284,6.220328,6.489858,6.582128,6.638547,6.745812,6.738302,6.704336,6.693986,7.105547,7.291645,7.17922,6.970876,6.937778,6.729434,6.554954,6.600814,6.672399,6.532208,6.537625,6.528719,6.559889,6.447463,6.616498,6.84739,7.202306,7.504669,7.326984,7.487142,7.616329,7.835223,7.897562,7.793021,7.893761,8.068412,8.086393,8.113308,8.135175,8.406907,8.557677,8.8909,8.657733,8.375733,7.975033,7.639633,7.4009,7.148967,7.132,6.8264,6.64,6.732133,6.415267,6.275667,6.273733,6.624633,6.404133,6.530433,6.762467,6.827267,6.699433,6.531567,6.5548,6.275367,5.9925,6.0699,6.423733,6.431,6.210167,6.191867,6.186167,5.920167,6.119933,6.244433,6.084433,6.1259,6.1731,6.17705,6.0748,5.7902,5.8576,5.7604,5.489867,5.662267,5.755633,5.863267,5.935433,5.9186,5.952967,6.166767,6.215533,6.295433,6.2896,6.384233,6.411867,6.413767,6.162767,6.212933,6.3768,6.325267,6.228167,6.350733,6.478933,6.5619,6.675333,6.6489,6.818067,6.765733,6.762933,6.879667,6.7301,6.4923,6.466267,6.278867,6.1498,6.1717,5.955333,5.779633,5.890233,5.8576,5.695867,5.643367,5.758133,5.880967,5.9902,5.965833,5.8369,5.800533,5.7685,5.731467,5.667,5.6048,5.464267,5.3745,5.285767,5.401333,5.7042,5.749333,5.656633,5.498933,5.400567,5.564967,5.777267,5.6751,5.5222,5.500833,5.376667,5.395467,5.503467,5.575767,835.138733,871.65,850.249167,863.792552,919.39253,974.517515,976.579228,979.644001,965.94071,974.895316,1016.902963,1030.996386,1090.894508,1238.246055,1290.324367,1253.5238,1177.3864,1202.540867,1306.027,1356.451587,1359.883929,1360.930696,1364.168616,1337.641604,1347.718855,1478.169697,1555.701745,1527.660833,1525.449,1519.976233,1499.9344,1455.986667,1408.326667,1350.873333,1311.29,1390.433333,1578.3,1682.533333,1810.2,1778,1850,2002.173333,2100,2100,2100,2100,2100,2100,0,0
MM,XRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,4.795,4.805,4.775,4.76,4.775,4.78,4.785,4.76,4.76,4.78,4.79,4.775,4.775,4.765,4.778,4.788,4.805,4.762,4.77,4.762,4.77,4.782,4.78,4.782,4.782,4.79,4.79,4.788,4.8,4.815,4.802,4.798,4.8,4.785,4.782,4.795,4.795,4.795,4.805,4.792,4.808,4.808,4.8,4.8,4.81,4.81,4.81,4.802,4.81,4.81,4.792,4.792,4.785,4.805,4.802,4.765,4.765,4.81,5.469,5.456,5.456,5.456,5.402,4.862,4.862,4.862,4.862,4.862,4.862,4.862,4.81,6.2652,6.3057,6.7032,6.6777,6.7682,6.8249,6.7776,6.7324,6.743,7.395,7.4228,7.0873,6.9669,6.9542,6.7278,6.6028,6.6966,6.6503,6.5258,6.5186,6.8436,6.5023,6.5389,6.7572,7.0281,7.4519,7.4907,7.397,7.7182,7.8942,8.0096,7.7775,7.9798,8.0382,8.1385,8.2231,8.0546,8.353,8.6052,8.7512,8.7039,8.6109,8.118,7.842,7.5554,7.3366,7.0986,7.0395,6.6841,6.7216,6.7203,6.1097,6.2224,6.5579,6.6589,6.4104,6.6407,6.8842,6.7619,6.4942,6.6187,6.4989,6.1755,6.0804,6.409,6.5162,6.3173,6.0137,6.2718,5.9829,5.8667,6.2411,6.1944,6.0986,6.0543,6.2456,6.0959,5.9241,5.8609,5.903,5.5204,5.5046,5.7178,5.781,5.8942,5.9564,5.9578,5.9877,6.2159,6.1739,6.2895,6.3627,6.4129,6.4666,6.2458,6.1087,6.3415,6.4257,6.2274,6.2683,6.3927,6.4301,6.6128,6.5985,6.7834,6.8888,6.6596,6.8503,6.8924,6.5075,6.5193,6.344,6.3051,6.1303,6.0804,5.8053,5.8166,5.8556,5.8519,5.552,5.6959,5.8894,5.9242,5.9897,5.9652,5.8569,5.8077,5.717,5.6789,5.6748,5.5363,5.4442,5.2209,5.2723,5.5217,5.5521,5.7672,5.5431,5.4474,5.5017,5.6554,5.8256,5.5361,5.5802,5.44,5.38,5.4832,5.6152,5.5614,878.5,858.5,855,879.5,971,972.5,988,965,974,993,1031.5,1034.5,1117.5,1289,1304,1211,1176,1260.5,1357.5,1362,1362,1360,1362,1335,1405,1560,1550,1520.1,1517.5,1531.6,1465.5,1394.9,1375.3,1308.5,1329.1,1448.9,1614.4,1921.6,1778,1778,1850,2100,2100,2100,2100,2100,2100,2100,0,0
MN,XRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.591833,5.5964,5.48,7.1,7.1,12.366667,23.333333,40,40,40,150,245.23077,393.357077,391.454257,406.360333,415.27,415.81,413.445333,424.135667,443.281533,457.356667,469.676667,482.686667,507.25,549.973333,653.703333,750.84,798.81,802.086667,808.233333,816.116667,827.523333,845.776667,873.896667,970.47,1013.836667,1033.626667,1069.536667,1087.22,1047.36,1077.913333,1094.173333,1098.236667,1094.066667,1098.2,1100.286667,1103.133333,1103.783333,1112.553333,1121.77,1134.43,1133.283333,1151.806667,1166.65,1173.66,1167.616667,1191.116667,1208.796667,1207.313333,1188.486667,1201.903333,1223.283333,1204.706667,1180.116667,1168.79,1165.183333,1164.913333,1164.696667,1177.37,1174.623333,1171.06,1163.05,1152.64,1176.466667,1444.44,1427.74,1440.14,1438.86,1437.996667,1380.07,1338.523333,1271.666667,1246.093333,1237.633333,1248.483333,1329.853333,1349.736667,1319.723333,1367.696667,1393.163333,1397.016667,1431.153333,1568.983333,1698.556667,1746.247754,1807.276746,1847.327,1870.903333,1960.223333,1939.466667,1987.516667,1994.03,2024.605421,1994.292365,2154.977337,2387.288333,2475.406632,2400.945652,2435.742444,2447.014076,2408.014653,2410.711514,2476.750933,2594.459104,2638.520054,2644.852946,2667.256944,2703.535648,2756.644153,2798.889314,2846.560973,2851.064901,2849.727376,2849.525879,2848.941481,2848.959722,2869.451634,3092.103418,3198.617752,3402.53873,3500.083378,3465.285859,3459.469365,3438.107543,3391.813394,3379.609833,3380.928885
MN,XRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5859,5.33,5.48,7.1,7.1,15,40,40,40,40,150,400,389,396.51,409.32,411.58,411.34,414.09,432.751,449.1,462.86,473.62,489.15,531.15,601.7,693.51,830,797.99,804.3,813.16,817.61,838.63,855,902,1041.24,1014.73,1058.62,1072.37,1090,1065,1085.62,1097,1097,1097,1099,1102,1104,1105,1117,1125,1140,1139,1159,1168,1177,1174,1202,1209,1192,1193,1215,1221,1174,1172,1168,1165,1165,1163.63,1184.26,1169.97,1168.17,1158.12,1146.1,1267.51,1524.07,1435.49,1426.01,1442.84,1367.1,1368.65,1325.59,1256.47,1195.27,1258.64,1285.64,1396.37,1325.165,1342.23,1394.47,1392.1,1410.32,1444.03,1646.48,1654.1,1782.01,1825.74,1840.54,1885.6,1984.69,1953.19,1996.99,1995.98,2050.73,1982.25,2284.39,2489.53,2447.45,2349.87,2464.43,2427.13,2392.77,2462.82,2552.13,2643.69,2631.51,2657.76,2667.64,2734.33,2777.74,2823.89,2854.72,2849.89,2849.81,2848.87,2849.2,2849.34,2948.46,3134.1,3344.09,3444.6,3518.14,3432.66,3459.5,3410.69,3375.99,3381.05,3380.93
MO,XRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.075789,6.075088,6.073684,6.072982,6.064561,6.037895,6.041404,6.033684,6.031579,6.032982,6.048421,6.066667,6.057544,6.032982,6.032281,5.922807,5.801404,5.744561,5.720702,5.69614,5.696842,5.321466,4.845264,4.621735,4.926554,5.110003,4.95879,5.116052,4.974211,4.849252,4.894915,5.362512,5.399069,5.62672,6.112396,6.22652,6.28016,7.308475,5.003333,4.99,4.993333,4.943333,4.97,5.066667,5.136667,5.14,5.21,5.21,5.146667,5.05,5.04,5.05,5.24,5.456667,5.606667,6,5.943333,6.056667,5.953333,6.183333,6.71,6.783333,7.206667,7.723333,8.143333,8.026667,8.037933,8.044333,8.032467,8.009667,7.985267,7.9919,8.008533,8.016133,8.014333,8.0152,8.006967,8.0003,8.014033,8.0196,8.0053,8.030533,8.045633,8.0427,8.0435,8.034333,8.0168,8.039933,8.044467,8.0353,8.023467,8.002133,8.023067,8.027967,8.002167,7.9923,7.994567,7.988233,7.9704,7.963533,7.9672,7.967133,7.963133,7.980867,7.959067,7.9595,7.9589,7.958867,7.963867,7.967733,7.9666,7.9712,7.9655,7.9644,7.968867,7.967067,7.965267,7.9771,7.9774,7.976467,7.9702,7.9758,7.9805,7.980433,7.978333,7.981067,7.985633,7.9962,8.0045,8.014833,8.024267,8.032,8.0325,8.033567,8.0334,8.033667,8.033367,8.033233,8.0336,8.033833,8.033067,8.033177,8.033033,8.0292,7.989554,8.01065,8.030722,8.033431,8.013881,8.031651,8.02228,8.002899,7.987429,7.990466,7.990597,8.010392,8.01425,8.041949,8.050567,8.040967,8.009933,8.027867,8.033167,8.0329,7.986506,7.9872,7.983333,7.983,7.9836,7.996667,8.011967,8.004667,7.995567,8.021067,8.011633,8.027433,8.0127,7.993245,7.994564,7.988132,7.983513,7.988434,7.994479,7.988202,7.985906,7.991549,7.98556,7.98354,7.987867,7.9881,7.9846,7.9841,7.983042,8.007349,7.993735,7.989131,7.990042,7.993317,8.019813,8.04895,8.041924,8.062143,8.083382,8.081016,8.063489,8.081337,8.074881,8.064241,8.061422,8.004978,7.983923,7.983068,7.984278,7.989491,7.998233,8.011248,8.023156,8.038892,8.081597,8.083549,8.056787,8.072503,8.074477,8.058961,8.04762,8.054859,8.051972,8.032741
MO,XRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.075789,6.071579,6.073684,6.073684,6.056842,6.033684,6.042105,6.031579,6.031579,6.035789,6.056842,6.065263,6.052632,6.031579,6.031579,5.823158,5.802105,5.715789,5.717895,5.709474,5.684211,5.049452,4.576271,4.67318,5.153539,4.913858,4.999202,5.158325,4.904487,4.872782,4.894118,5.476371,5.477966,5.851047,6.275573,6.215354,6.290927,7.725025,5.03,5.04,4.95,4.95,4.97,5.12,5.14,5.14,5.21,5.21,5.03,5.21,5.05,5.05,5.32,5.43,5.7,6.3,5.78,5.98,6.02,6.33,6.7,6.93,7.43,8.63,7.99,8.04,8.0179,8.014,8.0279,8.0052,7.9682,7.9908,8.0189,8.0266,8.0194,8.0119,8.0094,8.0083,8.0173,8.0217,7.9812,8.0433,8.0376,8.0422,8.0428,8.0196,8.028,8.0361,8.0407,8.0422,8.0214,7.9954,8.034,8.0278,7.9954,7.9779,8.0137,7.9717,7.9634,7.9608,7.9717,7.9632,7.9789,7.9691,7.9562,7.9583,7.9609,7.9596,7.9701,7.9645,7.9697,7.964,7.9645,7.9665,7.9732,7.9655,7.9676,7.9819,7.9818,7.971,7.9815,7.9797,7.9804,7.9794,7.9799,7.9826,7.9913,8.0011,8.0049,8.0198,8.0292,8.0306,8.0337,8.0329,8.0338,8.0334,8.0313,8.0336,8.0339,8.0337,8.0328,8.0331,8.0319,7.982,7.9969,8.0305,8.0329,8.0327,8.0095,8.0331,8.0058,7.9911,7.9871,7.993,8,8.0224,8.0059,8.0474,8.0504,7.9889,8.0341,8.0157,8.036,7.996,7.9824,7.9826,7.9828,7.9828,7.9878,7.9972,8.0187,7.9932,8.0158,8.0189,8.0154,8.028,8.0047,7.9978,7.9914,7.9861,7.984,7.996,7.9897,7.9868,7.9868,7.9903,7.9841,7.996,7.9899,7.9871,7.9849,7.9826,7.9834,7.987,7.9914,7.9888,7.9877,8.0048,8.0399,8.0456,8.0518,8.0821,8.0838,8.0522,8.0664,8.0853,8.0496,8.0765,8.0216,7.9869,7.9829,7.9826,7.9852,8.0083,7.9967,8.0187,8.0319,8.0623,8.0834,8.0853,8.0308,8.0851,8.0723,8.0652,8.0502,8.0584,8.043,8.0035
MQ,XRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.499999999,3.499899999,3.49979999966667,3.96593333266667,4.199999999,4.199999999,4.192633333,4.19626666633333,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,4.93706000393706,5.34848000434848,5.55419000455419,5.55419000455419,5.55419000455419,5.55419000455419,5.55419000455419,5.55419000455419,5.55419000455419,5.55419000455419,5.50796000270279,5.10083333333333,5.0213,5.040233333,5.036333333,4.80866666666667,4.4288,4.1866,4.407,4.9443,4.88103333333333,4.78233333333333,4.64863333333333,4.28216666633333,4.08123333333333,4.357233333,4.42433333266667,4.52283333266667,4.70246666633333,4.90483333333333,4.985833333,4.97653333233333,4.95229999966667,4.889966666,4.835499999,4.75643333233333,4.60589999966667,4.38709999933333,4.302966666,4.26829999933333,4.37426666566667,4.234,4.14109999933333,4.14913333233333,4.212099999,4.121399999,4.419666666,4.85973333266667,5.41859999933333,5.808399999,5.65169999933333,5.99486666566667,6.278666666,6.94176666566667,7.073099999,6.88736666566667,7.46993333266667,7.96013333233333,8.16773333233333,8.30566666633333,8.32776666666667,8.96023333266667,9.36273333266667,9.96013333266667,9.40709999966667,8.68683333333333,7.88683333333333,7.20766666666667,7.14676666666667,6.7777,6.57223333333333,6.12776666666667,6.02536666666667,6.13523333333333,5.75446666666667,5.6688,5.77866666666667,6.3189,6.0614,6.2941,6.5541,6.50616666666667,6.1662,5.73583333333333,5.64426666666667,5.3437,5.0573,5.20996666666667,5.87906666666667,5.92743333333333,5.552,5.5103,5.44059666666667,4.95996666666667,5.2644,5.54666666666667,5.45826666666667,5.81227333333333,5.83571333333333,5.86201333333333,5.68749,5.35359333333333,5.30508333333333,5.16884333333333,4.91770333333333,4.94898333333333,4.9304,5.03513,5.15806666666667,5.09391666666667,5.17497666666667,5.59706333333333,5.77819,6.08781,5.88370333333333,6.09667666666667,6.01543666666667,5.90816266666667,5.57778666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MQ,XRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,3.5,4.19899999999,4.2,4.2,4.19399999999,4.90599999999,4.90199999999,4.90199999999,4.91,4.90899999999,4.906,4.9014,4.9001,4.9026,4.9038,4.9001,4.9153,4.9013,4.9001,4.9003,4.9001,4.9001,4.9001,4.9001,4.9001,4.901999999,4.9005,4.9004,4.9004,4.9001,4.9001,4.9004,4.904999999,4.9015,4.9005,4.9005,4.9328,4.9518,4.9503,4.901999999,4.9045,4.9085,4.9199,4.9735,4.9739,4.9481,4.959,4.9691,5.5745,5.5583,5.5414,5.518999999,5.5212,5.5205,5.5138,5.5153,5.53,5.2245,5.0285,5.0019,5.011999999,5.121,4.5412,4.104999999,4.249999999,4.7085,4.8644,4.8229,4.7413,4.444499999,4.215499999,4.039999999,4.535749999,4.485499999,4.668999999,4.740249999,4.926879999,4.969749999,4.969249999,4.919249999,4.903249999,4.704999999,4.580499999,4.501499999,4.330999999,4.179999999,4.296999999,4.284999999,4.100499999,4.019999999,4.478499999,4.086999999,4.199499999,4.515999999,4.957999999,5.717499999,5.566999999,5.747999999,6.241999999,6.828999999,7.137999999,6.724999999,7.269499999,7.637499999,8.008999999,8.347499999,7.979999999,8.544499999,9.283999999,9.592,9.427,9.317,8.152499999,7.561,7.1325,7.0115,6.622,6.455,6.013,6.1055,6.118,5.34,5.625,6.142,6.3955,6.059,6.3945,6.636,6.3355,5.788,5.698,5.61,5.2365,5.129,5.816,6.1445,5.6665,5.18,5.5675,5.1325,4.765,5.5065,5.4789,5.695,5.663,5.8955,5.71,5.4715,5.2815,5.346,4.849,4.853,4.9145,4.9,5.0315,5.1525,5.1715,5.237,5.6435,5.8777,5.9331,5.9881,6.1845,6.1174,5.6164,5.6221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR,XRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,34.999,34.998,39.659333,42,42,41.926333,41.962667,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,49.369911,53.48457,55.5419,55.5419,55.5419,55.5419,55.5419,55.5419,55.5419,55.5419,55.0796,51.008333,50.212667,50.035667,50.364667,48.086667,44.288,41.866,44.07,46.281667,45.138333,45.435,44.478333,41.858333,41.716667,44.028333,44.813667,44.997,45.41,45.493667,44.188333,44.243333,45.82,46.153333,46.131667,46.076667,46.22,46.163333,46.19,45.913333,45.89,45.89,45.876667,45.877667,45.906,45.879333,45.993333,46.706667,48.273333,49.146667,49.056667,49.296667,51.316667,53.03,53.433333,52.916667,54.39,55.703333,56.236667,58.053333,63.06,66.916667,67.183333,76.116667,78.163333,77.77,76.29,74.73,75.113333,73.886667,73.77,72.683333,73.87,75.486667,73.473333,73.126667,73.54,78.403333,75.973333,77.25,83.540333,85.447,85.966667,83.569333,82.443333,79.536667,76.886667,77.85,83.416667,85.056667,81.46,81.840333,80.65,76.093333,109.523333,116.673333,120.66,122.603333,123.286667,124.86,122.01,123.24,124.19,125.466667,127.19,132.413333,134.003333,135.113333,136.57,137.45,139.753333,142.39,145.89,153.776667,165.356667,171.98,176.89,200.873333,204.16,205.113333,206.74,210.51,215.693333,227.583333,238.683333,239.273333,250.153333,250.616667,254.22,255.846667,261.833333,270.586667,275.616667,272.18,268.573333,264.833333,262.183333,261.86,263.243333,265.233333,266.1,,258.74,262.646667,265.07,265.796667,268.6,268.6,268.6,268.6,268.6,268.386667,259.633333,255.46,250.866667,248.52,238.856667,229.88,235.556667,260.493333,265.816667,261.706667,261.446667,262.53,272.423333,286.076667,282.546667,282.533333,274.06,279.88,288,292.006667,293.116667,300.863333,300.493333,299.123333,301.996667,303.62,297.986667,300.786667,300.023333,302.083333,308.006667,314.1,321.606667,327.933333,335.046667,343.776667,353.213333,355.536667,356.956667,358.24,361.416667,357.673333,354.446667,352.533333,355.3,357.233333,362.033333,363.8,365.833333,366.633333,371.366667,372.633333,375.333333,372.333333,367.266667,359.966667,359.933333,361.166667,361.466667,362.466667,363.466667,374.4,377.066667,351.566667,343.1,373.766667,391.133333,397.8,394.633333,
MR,XRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,35,35,41.99,42,42,41.94,49.06,49.02,49.02,49.1,49.09,49.06,49.014,49.001,49.026,49.038,49.001,49.153,49.013,49.001,49.003,49.001,49.001,49.001,49.001,49.001,49.02,49.005,49.004,49.004,49.001,49.001,49.004,49.05,49.015,49.005,49.005,49.328,49.518,49.503,49.02,49.045,49.085,49.199,49.735,49.739,49.481,49.59,49.691,55.745,55.583,55.41375,55.19,55.21125,55.205,55.1375,55.7525,55.3,52.245,50.285,50.01875,50.12,51.21,45.412,41.05,42.5,47.085,45.55,45.38,45.81,43.3,41.59,41.33,45.82,45.15,45.24,45.74,44.73,43.64,44.91,46.17,46.17,46.05,46.03,46.22,46.155,46.155,45.895,45.87,45.87,45.845,45.97,45.865,45.91,46.03,47.1,48.84,48.35,48.94,51.29,52.87,53.55,52.96,53.95,54.82,55.85,57.03,59.4,66.54,67.15,67.29,77.51,80.15,77.13,77.07,75.52,75.8,73.7,74.08,73.37,75.26,75.31,71.6,72.73,76.84,78.92,75.73,78.35,84.9,85.14,83.55,83.87,81.61,78.71,77.84,83.78,86.56,83.23,77.82,81.74,77.57,76.62,115.1,116.93,120.91,120.15,124.16,122.53,123.55,124.12,128.37,125.28,130.16,134.05,137.11,136.21,139.8,138.16,142.45,144.59,149.27,160.22,168.35,177.04,179.11,205.52,205.78,207.22,209.33,213.54,225,232.93,242.9,250,252.3,254,256.7,257.4,264.12,276.75,276.5,271.29,268.71,265,263,263,265.6,266.1,268.7,,257.19,265.3,266.5,267.49,270.61,270.61,270.61,270.61,270.61,270.51,259.83,258.32,252.88,244.22,234.74,235,261.5,265.15,264.41,259.49,261.99,264.8,283.5,286.03,282,278.01,274.53,284.68,288.5,291.15,294.9,302.76,303.035,298.88,302.81,303.39,299,298.5,300.02,302.88,312.64,316.59,325.12,329.6,338.95,349.56,354.02,355.63,356.49,358.51,358.53,354.96,353.48,353,356.5,357.2,363.5,364.5,367,369.1,373.2,371.2,375.4,368.3,366.7,359.2,361.2,361.2,362.2,363,363.8,377.9,366.4,341.8,344.7,379.5,392.8,396.2,395.4,
