COUNTRY,INDICATOR,1950q1,1950q2,1950q3,1950q4,1951q1,1951q2,1951q3,1951q4,1952q1,1952q2,1952q3,1952q4,1953q1,1953q2,1953q3,1953q4,1954q1,1954q2,1954q3,1954q4,1955q1,1955q2,1955q3,1955q4,1956q1,1956q2,1956q3,1956q4,1957q1,1957q2,1957q3,1957q4,1958q1,1958q2,1958q3,1958q4,1959q1,1959q2,1959q3,1959q4,1960q1,1960q2,1960q3,1960q4,1961q1,1961q2,1961q3,1961q4,1962q1,1962q2,1962q3,1962q4,1963q1,1963q2,1963q3,1963q4,1964q1,1964q2,1964q3,1964q4,1965q1,1965q2,1965q3,1965q4,1966q1,1966q2,1966q3,1966q4,1967q1,1967q2,1967q3,1967q4,1968q1,1968q2,1968q3,1968q4,1969q1,1969q2,1969q3,1969q4,1970q1,1970q2,1970q3,1970q4,1971q1,1971q2,1971q3,1971q4,1972q1,1972q2,1972q3,1972q4,1973q1,1973q2,1973q3,1973q4,1974q1,1974q2,1974q3,1974q4,1975q1,1975q2,1975q3,1975q4,1976q1,1976q2,1976q3,1976q4,1977q1,1977q2,1977q3,1977q4,1978q1,1978q2,1978q3,1978q4,1979q1,1979q2,1979q3,1979q4,1980q1,1980q2,1980q3,1980q4,1981q1,1981q2,1981q3,1981q4,1982q1,1982q2,1982q3,1982q4,1983q1,1983q2,1983q3,1983q4,1984q1,1984q2,1984q3,1984q4,1985q1,1985q2,1985q3,1985q4,1986q1,1986q2,1986q3,1986q4,1987q1,1987q2,1987q3,1987q4,1988q1,1988q2,1988q3,1988q4,1989q1,1989q2,1989q3,1989q4,1990q1,1990q2,1990q3,1990q4,1991q1,1991q2,1991q3,1991q4,1992q1,1992q2,1992q3,1992q4,1993q1,1993q2,1993q3,1993q4,1994q1,1994q2,1994q3,1994q4,1995q1,1995q2,1995q3,1995q4,1996q1,1996q2,1996q3,1996q4,1997q1,1997q2,1997q3,1997q4,1998q1,1998q2,1998q3,1998q4,1999q1,1999q2,1999q3,1999q4,2000q1,2000q2,2000q3,2000q4,2001q1,2001q2,2001q3,2001q4,2002q1,2002q2,2002q3,2002q4,2003q1,2003q2,2003q3,2003q4,2004q1,2004q2,2004q3,2004q4,2005q1,2005q2,2005q3,2005q4,2006q1,2006q2,2006q3,2006q4,2007q1,2007q2,2007q3,2007q4,2008q1,2008q2,2008q3,2008q4,2009q1,2009q2,2009q3,2009q4,2010q1,2010q2,2010q3,2010q4,2011q1,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4,2021q1,2021q2,2021q3,2021q4,2022q1,2022q2,2022q3,2022q4,2023q1,2023q2,2023q3,2023q4,2024q1,2024q2,2024q3
BI,XRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,75,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,83.854333,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,86.25,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,101.793333,117.053333,117.253333,121.176667,123.353333,125.677,123.692667,119.537667,113.855667,109.238333,105.761,117.882667,123.802333,123.453,124.365667,126.16,120.276667,122.07,136.143333,153.65,149.716667,152.743333,158.516667,158.796667,164.61,176.46,177.063333,169.538333,161.96,164.016667,173.446667,191.160667,197.426333,196.637333,204.663333,205.96,225.95,237.896667,233.96,241.993333,257.27,262.416667,256.106667,246.83,245.296667,241.04,239.74,249.03,269.22,281.646667,292.226667,317.6,319.513333,336.033333,341.79,351.576667,380.003333,412.133333,411.556667,465.273333,502.1,518.82,540.54,577.36,617.53,639.006667,661.91,772.653333,809.123333,764.246667,853.706667,844.896667,858.563333,860.596667,845.243333,949.993333,1067.163333,1074.38,1073.36,1097.093333,1085.646667,1096.423333,1100.693333,1102.893333,1103.59,1139.252,1110.453333,1066.756667,1009.846667,1006.32,1024.946545,1038.487667,1044.98,1034.003333,1056.883333,1100.63,1135.962063,1159.9,1179.916667,1185.016667,1217.93,1231.226667,1228.31,1230.616667,1230.563333,1230.016667,1230.173333,1230.893333,1231.91,1234.83,1239.41,1255.55,1314.503333,1393.02,1405.639333,1465.736667,1505.6265,1592.73,1549.356667,1538.223333,1540.053333,1543.58,1545.536667,1547.643333,1549.986667,1554.5,1559.206667,1575.27,1598.616667,1628.716667,1645.82,1665.223333,1678.746667,1698.536667,1718.033333,1740.006667,1759.643333,1771.093333,1777.579333,1783.466867,1799.367967,1818.578567,1836.851998,1854.406212,1872.654786,1890.393631,1907.120041,1923.534694,1939.136337,1953.355319,1968.383944,1983.584697,1998.479565,2013.317532,2026.95769,2041.050197,2055.901118,2071.349018,2540.361453,2835.020635,2849.475889,2863.107374,2877.490649,
BI,XRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,117.41,115.01,119.27,122.87,124.95,124.275,122.95,115.665,111.965,107.875,104.75,120.685,124.165,125.23,125.93,125.91,114.47,131.49,145.84,155.67,149.94,155.32,161.22,158.157,175.43,179.61,175.557,166.82,165.35,173.13,176.02,201.027,191.1,199.3,209.63,208.01,236.55,236.36,239.48,242.19,264.38,257.26,249.08,245.05,246.94,234.61,241.22,259.94,277.92,281.55,317.35,319.94,322.35,339.17,342.69,348.27,408.38,415.68,429.9,490.3,505.16,535.58,548.33,608.39,628.58,650.93,653.39,800,778.2,777.83,829.97,847.23,864.2,754.38,865.43,1073.01,1071.23,1091.24,1076.25,1097.84,1093,1098.34,1102.73,1102.94,1109.51,1145.33,1090.63,1037.26,997.78,1017.5,1027.67,1056.98,1002.47,1042.6,1089.4,1111.6,1119.54,1179.23,1194.46,1189.8,1234.98,1233.91,1230.25,1230.75,1230.5,1230,1230.8,1231,1232.5,1236.8,1243.1,1271.7,1361.5,1399.17,1435.55,1476.56,1546.07,1571.68,1536.78,1539.29,1541.99,1544.56,1546.61,1458.69,1553.05,1556,1566.92,1582.05,1617.13,1637.54,1653.01,1672.64,1688.59,1706.7,1728.52,1750.79,1766.7,1775.59,1779.29,1789.59,1808.27,1828.25,1845.14,1863.43,1881.6,1898.85,1915,1931.6,1946.4,1960.81,1976.04,1991.16,2006.1,2020.35,2033.55,2048.7,2063.45,2079,2827.18,2842.53,2856.11,2869.93,2884.75,
BJ,XRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.000667,174.995667,174.990667,198.297423,210.000801,210.000801,209.632466,211.320806,245.169268,245.125934,245.215935,245.342602,245.414269,245.134268,245.012601,245.219268,245.032601,245.025934,245.520936,245.460936,245.025934,245.009267,245.007601,245.012601,245.007601,245.005934,245.012601,245.039267,245.040934,245.009267,245.032601,245.025934,245.040934,245.075934,245.040934,245.085934,245.070934,245.032601,245.414269,247.195942,247.434277,246.167605,245.220935,245.180935,246.104272,247.277609,248.675948,248.200946,247.705944,248.459281,264.812676,278.864396,277.337724,276.224386,275.982719,276.067719,275.862718,276.146053,275.806051,273.611004,255.042639,251.06429,250.179287,251.824293,240.43425,221.440844,209.330798,220.35084,247.215942,244.052597,239.117578,232.432553,214.10915,204.062445,217.862497,221.21751,226.142529,235.12423,245.242602,249.292617,248.827615,247.615944,244.499265,241.775922,237.822573,230.295878,219.355836,215.149154,213.415814,218.714167,211.700807,207.055789,207.457458,210.605803,206.070786,220.984176,242.987593,270.931033,290.421107,282.586077,299.744476,313.93453,347.089656,353.656348,344.369646,373.498091,398.008184,408.388224,415.284917,416.389921,448.013375,468.138451,498.008565,470.356793,434.343323,394.34317,360.384707,357.339696,338.886292,328.612919,306.389501,301.269482,306.762836,287.72443,283.441081,288.934435,315.946204,303.071155,314.7062,327.706249,325.309574,308.311175,286.79276,282.214409,267.186019,252.865964,260.499326,293.954454,296.372797,277.601058,275.51605,272.03087,247.999279,263.221003,277.334391,272.914374,290.614775,291.786779,586.20154,568.7492,535.359522,530.50852,516.884515,491.770507,494.898508,493.040174,503.513177,515.806848,509.391846,517.497849,559.706531,577.819204,608.781215,588.370541,609.667882,601.543879,590.816475,557.778863,584.371396,620.691847,625.635376,631.996368,664.773127,702.608108,725.265896,754.679659,710.664132,751.536657,736.856199,732.542141,748.518637,714.122703,666.934792,655.949845,611.149054,577.835182,583.423063,551.837001,524.570418,544.666637,536.799863,506.453286,500.312095,520.990744,537.921208,551.934876,545.715897,522.26106,514.856464,508.609534,500.573322,486.547637,477.271327,452.658412,437.64225,419.959097,436.825541,498.433837,503.74048,481.943991,458.611108,443.801586,474.116404,516.214807,508.129556,482.778516,480.052646,455.752183,464.518493,486.734409,500.4111,511.652344,524.348301,505.645572,496.888086,502.072108,495.25686,481.969768,478.923671,478.390893,495.177623,525.163737,582.550481,593.948319,590.001428,599.297586,595.443045,580.859469,587.579918,608.173608,616.085586,596.370432,558.657978,557.003311,533.553153,550.445909,563.981427,574.822379,577.605571,583.665821,590.129304,592.433536,595.119712,596.144883,561.015972,550.06345,544.143806,544.047662,556.464661,573.46657,584.465765,615.743375,651.465788,643.363875,611.335432,602.269545,602.822727,609.851297,604.170384,609.273439,597.065399
BJ,XRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,175,175,209.95,210,210,209.7,245.3,245.1,245.1,245.5,245.45,245.3,245.07,245.005,245.13,245.19,245.005,245.765,245.065,245.005,245.015,245.005,245.005,245.005,245.005,245.005,245.1,245.025,245.02,245.02,245.005,245.005,245.02,245.25,245.075,245.025,245.025,246.64,247.59,247.515,245.1,245.225,245.425,245.995,248.675,248.695,247.405,247.95,248.455,278.725,277.915,277.06875,275.95,276.05625,276.025,275.6875,278.7625,276.5,261.225,251.425,250.09375,250.6,256.05,227.06,205.25,212.5,235.425,243.22,241.145,237.065,222.225,210.775,202,226.7875,224.275,233.45,237.0125,246.344,248.4875,248.4625,245.9625,245.1625,235.25,229.025,225.075,216.55,209,214.85,214.25,205.025,201,223.925,204.35,209.975,225.8,247.9,285.875,278.35,287.4,312.1,341.45,356.9,336.25,363.475,381.875,400.45,417.375,399,427.225,464.2,479.6,471.35,465.85,407.625,378.05,356.625,350.575,331.1,322.75,300.65,305.275,305.9,267,281.25,307.1,319.775,302.95,319.725,331.8,316.775,289.4,284.9,280.5,261.825,256.45,290.8,307.225,283.325,259,278.375,256.625,238.25,275.325,273.945,284.75,283.15,294.775,571,547.15,528.15,534.6,484.9,485.3,491.45,490,503.15,515.25,517.15,523.7,564.35,587.77,593.31,598.81,618.45,611.74,561.64,562.21,610.646993,635.124903,615.05579,652.953414,686.650267,686.434701,748.382202,704.951102,742.704937,773.534198,718.384624,744.306139,751.899358,657.601003,665.270791,625.495375,602.071592,574.041306,562.956574,519.364212,536.614038,539.660222,528.613909,481.577711,505.983493,542.471882,544.724298,556.037128,541.934071,515.973413,518.133491,498.069096,492.534164,485.71418,462.625714,445.592691,414.847584,416.110759,458.614976,471.335058,492.904268,464.098627,447.966264,455.335971,486.651087,534.558716,480.625,490.912289,461.713944,453.855255,485.786122,506.961125,491.132824,521.014297,507.313998,497.163104,512.266302,501.496177,485.71418,475.64136,475.744851,480.2731,521.304141,540.282514,609.682127,586.251676,585.519057,602.514008,576.158981,590.845794,587.722426,622.291054,613.560004,574.795829,555.613248,546.949887,532.389416,562.666838,566.652557,572.88821,583.851357,576.412127,602.403343,583.903329,598.719423,585.780497,560.263922,534.558716,559.451599,551.96651,566.505743,579.160339,590.899018,631.517281,672.914444,614.998125,603.178851,603.678447,619.177837,593.626244,606.749607,612.75759,585.885138
BM,XRA,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.90476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BM,XRE,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BN,XRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.025382,2.819556,2.819556,2.819556,2.819556,2.666519,2.4464,2.317167,2.404233,2.484,2.423033,2.470133,2.3703,2.271533,2.2724,2.458067,2.4832,2.4846,2.4769,2.465433,2.456433,2.459433,2.463867,2.4494,2.3849,2.322833,2.3282,2.2645,2.180567,2.1719,2.2003,2.153533,2.1725,2.174433,2.174167,2.120267,2.095967,2.0887,2.134067,2.1576,2.0704,2.096033,2.119233,2.157433,2.1874,2.078033,2.104,2.137133,2.133033,2.116233,2.099533,2.1525,2.164067,2.238833,2.222067,2.217967,2.121733,2.143267,2.208967,2.1713,2.186133,2.145333,2.1236,2.1064,2.0486,2.018633,2.013467,2.042367,1.975233,1.936,1.9545,1.964367,1.946167,1.876867,1.8606,1.792133,1.720533,1.739833,1.771733,1.728467,1.670167,1.643133,1.640067,1.606633,1.626033,1.648167,1.617467,1.6094,1.58813,1.591003,1.546307,1.502613,1.469853,1.44219,1.395723,1.414477,1.41711,1.414433,1.40844,1.4121,1.40519,1.420443,1.434843,1.487967,1.59597,1.676113,1.64487,1.710933,1.632196,1.696539,1.706045,1.690914,1.673967,1.696632,1.722207,1.732318,1.745226,1.750451,1.813584,1.778905,1.824327,1.833234,1.804048,1.757411,1.768862,1.744408,1.747956,1.751657,1.724027,1.69519,1.7016,1.70742,1.656813,1.635405,1.659036,1.674825,1.68804,1.627544,1.589384,1.579244,1.559166,1.532033,1.524646,1.517561,1.455293,1.409957,1.366362,1.396112,1.488185,1.513028,1.472651,1.439502,1.394589,1.402236,1.391006,1.356492,1.304047,1.278013,1.239949,1.226442,1.287791,1.263277,1.2649,1.247575,1.22303,1.237304,1.24822,1.268563,1.249749,1.268918,1.252864,1.252203,1.294993,1.357635,1.343316,1.390348,1.407577,1.403283,1.358711,1.35249,1.409062,1.415588,1.392055,1.360295,1.354534,1.318992,1.333387,1.367842,1.375462,1.354731,1.363117,1.375072,1.364135,1.38644,1.411171,1.373923,1.348266,1.332647,1.332751,1.352865,1.357153,1.352958,1.377725,1.397756,1.390611,1.333403,1.338529,1.349388,1.35292,1.339988,1.353442,1.319441
BN,XRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.06122,3.060395,3.060395,3.060395,3.060395,3.060395,3.070396,3.080398,3.070396,3.070396,3.070396,3.060395,3.060395,3.060395,3.070396,3.070396,3.080398,3.080398,3.090399,3.090399,3.070396,3.070396,3.090399,3.090399,3.080398,3.070396,3.080398,3.080398,3.090399,3.090399,3.1004,3.1004,3.080398,3.070396,3.060395,2.980385,2.900374,2.830365,2.810363,2.770358,2.820364,2.490321,2.359505,2.341702,2.486421,2.422813,2.464118,2.432814,2.312298,2.264792,2.299497,2.522526,2.489821,2.48332,2.472119,2.458817,2.455817,2.462518,2.464718,2.442115,2.338802,2.308898,2.3215,2.232288,2.163779,2.182782,2.174681,2.141176,2.159279,2.270293,2.117273,2.106472,2.09377,2.08827,2.132275,2.115073,2.048064,2.130475,2.149777,2.195083,2.108772,2.09227,2.132275,2.140876,2.127275,2.08827,2.132775,2.163279,2.178281,2.208585,2.233788,2.134275,2.105272,2.175681,2.190283,2.17028,2.175281,2.133675,2.122474,2.09547,1.998758,2.004759,2.041563,2.041063,1.946451,1.959153,1.966254,1.960553,1.894645,1.884543,1.839837,1.763428,1.744725,1.793331,1.765728,1.689718,1.63071,1.660714,1.617509,1.592506,1.645112,1.640812,1.62351,1.587905,1.608208,1.569403,1.524297,1.483992,1.460889,1.419283,1.39668,1.420683,1.414483,1.408182,1.410082,1.408182,1.399981,1.445287,1.430185,1.529697,1.675716,1.606207,1.70702,1.677,1.647,1.7231,1.7013,1.7025,1.666,1.719,1.7294,1.741,1.7315,1.8005,1.8207,1.7651,1.851,1.8425,1.7645,1.777,1.7365,1.7656,1.7567,1.7285,1.7008,1.679,1.7163,1.6908,1.6338,1.6498,1.6832,1.6891,1.6642,1.6183,1.5894,1.5869,1.5336,1.5172,1.5326,1.4909,1.4412,1.3799,1.3616,1.4314,1.4392,1.5194,1.4498,1.4141,1.4034,1.4028,1.4013,1.3175,1.292,1.2636,1.2292,1.3003,1.3007,1.2572,1.2737,1.2254,1.2235,1.2436,1.2652,1.2572,1.2693,1.2605,1.249,1.2728,1.3213,1.3765,1.3474,1.4253,1.4139,1.3511,1.349,1.3656,1.4463,1.3978,1.3773,1.3584,1.3366,1.3117,1.365,1.3671,1.3685,1.3559,1.3535,1.3813,1.3498,1.4247,1.3932,1.3692,1.3352,1.3472,1.3444,1.3611,1.3615,1.3534,1.3918,1.434,1.3522,1.327,1.3497,1.3648,1.3269,1.3476,1.3585,1.2806
BO,XRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e-06,8e-06,9e-06,9e-06,9e-06,9e-06,9e-06,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.8e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2.2e-05,2.5e-05,2.5e-05,2.5e-05,2.5e-05,2.5e-05,2.5e-05,2.5e-05,2.5e-05,3.5e-05,4.3e-05,4.3e-05,0.000135,0.000198,0.000198,0.000198,0.000333,0.000505,0.00181,0.003559,0.00667,0.030595,0.058844,0.395343,1.275333,1.950667,1.9046,1.909433,1.923133,1.951567,2.0345,2.083333,2.15,2.2412,2.335533,2.401133,2.4231,2.503533,2.592733,2.7548,2.915667,3.033367,3.1252,3.2038,3.328233,3.468433,3.544367,3.614833,3.6948,3.7727,3.8374,3.943733,4.048233,4.130333,4.217967,4.305167,4.406867,4.519767,4.617233,4.662933,4.682133,4.728333,4.767,4.8233,4.882733,4.9763,5.0478,5.103067,5.171283,5.208667,5.224467,5.259467,5.324433,5.401467,5.486,5.5436,5.609467,5.675067,5.761867,5.861767,5.950933,6.039767,6.1369,6.228533,6.328967,6.434633,6.533133,6.6699,6.79,6.931867,7.0781,7.254767,7.415267,7.549133,7.614133,7.700667,7.772733,7.859067,7.905467,7.956033,8.0245,8.067233,8.09,8.064333,8.042683,8.032067,8.013,8.005267,7.996133,7.957967,7.929033,7.819247,7.698733,7.549867,7.305367,7.077416,7.020633,7.02,7.02,7.02,7.02,7.02,7.02,7.02,7.006667,6.9745,6.937883,6.922033,6.913433,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91
BO,XRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e-06,8e-06,9e-06,9e-06,9e-06,9e-06,9e-06,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2.5e-05,2.5e-05,2.5e-05,2.5e-05,2.5e-05,2.5e-05,2.5e-05,2.5e-05,2.5e-05,4.3e-05,4.3e-05,4.3e-05,0.000198,0.000198,0.000198,0.000198,0.000505,0.000505,0.00205,0.005113,0.008783,0.047275,0.070665,1.075,1.692,1.9,1.907,1.917,1.923,2.0006,2.07,2.11,2.21,2.29,2.39,2.4,2.47,2.54,2.64,2.87,2.98,3.09,3.15,3.27,3.4,3.505,3.585,3.655,3.745,3.805,3.875,4.005,4.095,4.175,4.265,4.345,4.475,4.575,4.665,4.665,4.695,4.765,4.795,4.8554,4.935,5.005,5.065,5.145,5.185,5.225,5.225,5.285,5.365,5.445,5.515,5.575,5.645,5.72,5.8,5.92,5.99,6.09,6.18,6.28,6.39,6.48,6.59,6.73,6.82,7.02,7.16,7.34,7.49,7.59,7.65,7.74,7.83,7.89,7.93,7.99,8.05,8.09,8.09,8.05,8.04,8.02,8.01,8,7.98,7.94,7.9,7.76,7.62,7.45,7.17,7.04,7.02,7.02,7.02,7.02,7.02,7.02,7.02,7.02,6.99,6.95,6.93,6.92,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91
